Estado	Clave estado	Clave	Nombre Estación	Municipio	Situación
Chiapas	chis	07082	Ixtacomitan	Ixtacomitán	Suspendida
Chiapas	chis	07081	Ixcan	Ocosingo	Suspendida
Chiapas	chis	07079	Rosario Izapa (Impa)	Tuxtla Chico	Suspendida
Chiapas	chis	07078	Ignacio Lopez Rayon	Suchiate	Operando
Chiapas	chis	07077	Huixtla	Huixtla	Operando
Chiapas	chis	07076	Huixtan (Cfe)	Huixtán	Suspendida
Chiapas	chis	07075	Huehuetan	Huehuetán	Operando
Chiapas	chis	07074	Horcones	Tonalá	Suspendida
Chiapas	chis	07073	Hacienda San Cristobal	Tonalá	Suspendida
Chiapas	chis	07072	Hacienda Las Maravillas	Tapachula	Suspendida
Chiapas	chis	07071	Guaquitepec	Chilón	Operando
Chiapas	chis	07070	Guadalupe Grijalva	Frontera Comalapa	Operando
Chiapas	chis	07069	Grijalva	Chicoasén	Suspendida
Chiapas	chis	07068	Frontera Hidalgo	Frontera Hidalgo	Operando
Chiapas	chis	07067	Frontera Amatenango	Amatenango De La Frontera	Operando
Chiapas	chis	07066	Finca San Enrique	Tapachula	Suspendida
Chiapas	chis	07065	Finca Ocotlan	Villaflores	Operando
Chiapas	chis	07064	Finca Morelia	Tila	Suspendida
Chiapas	chis	07063	Finca Liquidambar	Ángel Albino Corzo	Suspendida
Chiapas	chis	07062	Finca La Soledad	Las Margaritas	Operando
Chiapas	chis	07061	Finca Hamburgo	Tapachula	Operando
Chiapas	chis	07060	Finca Genova	Tapachula	Suspendida
Chiapas	chis	07058	El Peru	Tapachula	Suspendida
Chiapas	chis	07057	Finca Chicharras	Tapachula	Suspendida
Chiapas	chis	07056	Finca Chiripa	Tapachula	Suspendida
Chiapas	chis	07055	Finca Chayabe	Las Margaritas	Operando
Chiapas	chis	07054	Finca A. Prusia	Ángel Albino Corzo	Operando
Chiapas	chis	07053	Escuintla (Dge)	Escuintla	Operando
Chiapas	chis	07052	El Zapotal (Cfe)	Las Margaritas	Suspendida
Chiapas	chis	07051	El Rosario (Cfe)	Ocosingo	Suspendida
Chiapas	chis	07050	El Progreso	Ocozocoautla De Espinosa	Operando
Chiapas	chis	07049	Maya Sol	Ocozocoautla De Espinosa	Operando
Chiapas	chis	07048	Finca El Triunfo	Escuintla	Suspendida
Chiapas	chis	07047	El Jabali (Cfe)	Las Margaritas	Suspendida
Chiapas	chis	07046	El Euseba (Cfe)	Tenejapa	Suspendida
Chiapas	chis	07045	El Dorado	Suchiate	Operando
Chiapas	chis	07044	El Colorado (Cfe)	Ocosingo	Suspendida
Chiapas	chis	07043	El Cedro	Ocosingo	Suspendida
Chiapas	chis	07042	El Carmen (Cfe)	Ocosingo	Suspendida
Chiapas	chis	07041	El Caliente (Cfe)	Las Margaritas	Suspendida
Chiapas	chis	07040	El Burrero	Ixtapa	Operando
Chiapas	chis	07039	El Boqueron	Suchiapa	Operando
Chiapas	chis	07038	Despoblado	Villa Comaltitlán	Operando
Chiapas	chis	07037	Finca Cuxtepeques	La Concordia	Operando
Chiapas	chis	07036	Chilil	Huixtán	Operando
Chiapas	chis	07035	Chicoasen (Cfe)	Chicoasén	Operando
Chiapas	chis	07034	Villa De Chiapilla	Chiapilla	Operando
Chiapas	chis	07033	San Pedro Chenalho (Smn)	Chenalhó	Suspendida
Chiapas	chis	07032	Chapultenango	Chapultenango	Suspendida
Chiapas	chis	07031	Chanal	Chanal	Operando
Chiapas	chis	07030	San Juan Chamula	Chamula	Operando
Chiapas	chis	07029	Chajul	Ocosingo	Suspendida
Chiapas	chis	07028	Chacamax	Palenque	Operando
Chiapas	chis	07027	Copainala	Copainalá	Suspendida
Chiapas	chis	07026	Cuauhtemoc (Cfe)	Frontera Comalapa	Suspendida
Chiapas	chis	07025	Comitan (Obs)	Comitán De Domínguez	Operando
Chiapas	chis	07024	Comalapa (Cfe)	Bella Vista	Suspendida
Chiapas	chis	07023	Cintalapa	Hidalgo	Suspendida
Chiapas	chis	07022	Playas De Catazaja	Catazajá	Operando
Chiapas	chis	07021	Catarinitas	La Concordia	Suspendida
Chiapas	chis	07020	Vertedor 1-2-3	Mezcalapa	Operando
Chiapas	chis	07019	Cahuacan	Tapachula	Suspendida
Chiapas	chis	07018	Cacahoatan	Cacahoatán	Operando
Chiapas	chis	07017	Bonampak	Ocosingo	Suspendida
Chiapas	chis	07016	Bombana (Cfe)	Soyaló	Suspendida
Chiapas	chis	07015	Bochil	Bochil	Operando
Chiapas	chis	07014	Belisario Dominguez I	Motozintla	Suspendida
Chiapas	chis	07013	Arriaga (Obs)	Arriaga	Operando
Chiapas	chis	07012	Finca Argovia	Tapachula	Operando
Chiapas	chis	07011	Argelia	Chicomuselo	Suspendida
Chiapas	chis	07010	Arco De Piedra	Venustiano Carranza	Suspendida
Chiapas	chis	07009	Aquespala	Frontera Comalapa	Suspendida
Chiapas	chis	07008	Angel Albino Corzo	Ángel Albino Corzo	Suspendida
Chiapas	chis	07007	Amatenango Del Valle	Amatenango Del Valle	Operando
Chiapas	chis	07006	Altamirano (Smn)	Altamirano	Operando
Chiapas	chis	07005	Almandro (Cfe)	Huitiupán	Suspendida
Chiapas	chis	07004	Agua Azul	Ocosingo	Suspendida
Chiapas	chis	07003	Acala	Acala	Operando
Chiapas	chis	07002	Abelardo L. Rodriguez	Comitán De Domínguez	Operando
Chiapas	chis	07001	Abasolo Chiapas (Cfe)	Ocosingo	Suspendida
Colima	col	06076	Paso Del Rio	Armería	Suspendida
Colima	col	06075	El Algodonal	Coquimatlán	Operando
Colima	col	06074	Radar Cuyutlan	Armería	Operando
Colima	col	06073	Trapiche	Cuauhtémoc	Operando
Colima	col	06071	Trapichillos	Colima	Operando
Colima	col	06070	San Jose De Lumber	Manzanillo	Operando
Colima	col	06069	Punta De Agua (Dge)	Manzanillo	Operando
Colima	col	06068	Las Juntas	Manzanillo	Suspendida
Colima	col	06067	Laguna De Amela	Tecomán	Operando
Colima	col	06066	El Terrero	Minatitlán	Operando
Colima	col	06065	El Mixcoate	Villa De Álvarez	Suspendida
Colima	col	06064	El Charco	Manzanillo	Operando
Colima	col	06063	Chandiablo	Manzanillo	Suspendida
Colima	col	06062	Suchitlan	Comala	Operando
Colima	col	06061	Caleras	Tecomán	Suspendida
Colima	col	06060	Cuyutlan	Manzanillo	Suspendida
Colima	col	06059	Laguna De Alcuzahue	Tecomán	Operando
Colima	col	06058	Tecoman (Dge)	Tecomán	Operando
Colima	col	06056	La Esperanza	Coquimatlán	Operando
Colima	col	06054	Manuel Avila Camacho	Manzanillo	Operando
Colima	col	06053	Isla Clarion	Insular - Sin Municipio	Suspendida
Colima	col	06052	Eta #5 Comala	Comala	Operando
Colima	col	06051	Punta De Agua (Smn)	Manzanillo	Suspendida
Colima	col	06049	E.T.A. 087 Cofradia De Juarez	Armería	Suspendida
Colima	col	06048	C.R.D.F. Venustiano Carranza	Tecomán	Suspendida
Colima	col	06043	Tepames (Dge)	Colima	Operando
Colima	col	06042	Ixtlahuacan (Smn)	Ixtlahuacán	Operando
Colima	col	06041	Cuauhtemoc (Smn)	Cuauhtémoc	Suspendida
Colima	col	06040	Colima (Dge)	Colima	Operando
Colima	col	06039	Minatitlan	Minatitlán	Operando
Colima	col	06036	Los Otates V	Manzanillo	Operando
Colima	col	06030	Peña Colorada	Minatitlán	Operando
Colima	col	06025	Venustiano Carranza	Manzanillo	Suspendida
Colima	col	06024	Tepames (Smn)	Colima	Suspendida
Colima	col	06023	Tecoman (Smn)	Tecomán	Suspendida
Colima	col	06022	Rancho Papaloapan	Tecomán	Suspendida
Colima	col	06021	Queseria	Cuauhtémoc	Suspendida
Colima	col	06020	Pueblo Juarez	Coquimatlán	Suspendida
Colima	col	06019	El Chanal	Colima	Operando
Colima	col	06018	Manzanillo (Obs)	Manzanillo	Operando
Colima	col	06017	Presa Derivadora Gregorio Torres Quintero	Tecomán	Operando
Colima	col	06016	San Gabriel	Ixtlahuacán	Suspendida
Colima	col	06015	Los Ortices	Colima	Operando
Colima	col	06014	Peñitas	Comala	Operando
Colima	col	06013	La Salada	Tecomán	Operando
Colima	col	06012	Ixtlahuacan (Dge)	Ixtlahuacán	Suspendida
Colima	col	06011	Isla Socorro (Obs)	Tecomán	Suspendida
Colima	col	06010	Estapilla	Colima	Operando
Colima	col	06009	Cuauhtemoc (Dge)	Cuauhtémoc	Operando
Colima	col	06008	Coquimatlan	Coquimatlán	Operando
Colima	col	06007	Comala	Comala	Operando
Colima	col	06006	Colima (Obs)	Colima	Operando
Colima	col	06005	Cerro De Ortega	Tecomán	Operando
Colima	col	06004	Camotlan De Miraflores	Manzanillo	Operando
Colima	col	06003	Callejones	Tecomán	Operando
Colima	col	06002	Buenavista	Cuauhtémoc	Operando
Colima	col	06001	Armeria	Armería	Operando
Coahuila de Zaragoza	coah	05210	El Saucillo	Candela	Suspendida
Coahuila de Zaragoza	coah	05190	Santa Teresa De La Rueda	Ocampo	Operando
Coahuila de Zaragoza	coah	05189	Don Martin	Juárez	Suspendida
Coahuila de Zaragoza	coah	05188	Salitrillos	Monclova	Suspendida
Coahuila de Zaragoza	coah	05187	Represa La Amistad	Acuña	Suspendida
Coahuila de Zaragoza	coah	05186	Cabeceras	Jiménez	Operando
Coahuila de Zaragoza	coah	05185	Dieciocho De Marzo	Francisco I. Madero	Operando
Coahuila de Zaragoza	coah	05184	Tanque Aguilereño	Viesca	Operando
Coahuila de Zaragoza	coah	05182	Las Morenas	Cuatro Ciénegas	Operando
Coahuila de Zaragoza	coah	05181	El Sol	Parras	Operando
Coahuila de Zaragoza	coah	05180	Francisco I. Madero	Francisco I. Madero	Operando
Coahuila de Zaragoza	coah	05179	Estanque De Leon	Cuatro Ciénegas	Operando
Coahuila de Zaragoza	coah	05178	Tejaban De La Rosita	Viesca	Operando
Coahuila de Zaragoza	coah	05176	Jame	Arteaga	Operando
Coahuila de Zaragoza	coah	05175	La Ventura	Saltillo	Operando
Coahuila de Zaragoza	coah	05174	El Tunal	Arteaga	Operando
Coahuila de Zaragoza	coah	05173	Santo Domingo	Ramos Arizpe	Suspendida
Coahuila de Zaragoza	coah	05172	San Buenaventura (Dge)	San Buenaventura	Suspendida
Coahuila de Zaragoza	coah	05171	Sacramento	Sacramento	Operando
Coahuila de Zaragoza	coah	05170	La Rosa	General Cepeda	Operando
Coahuila de Zaragoza	coah	05169	Rodriguez	Abasolo	Suspendida
Coahuila de Zaragoza	coah	05168	Noche Buena	Ocampo	Suspendida
Coahuila de Zaragoza	coah	05167	El Marquez	Castaños	Operando
Coahuila de Zaragoza	coah	05166	Las Esperanzas	Múzquiz	Suspendida
Coahuila de Zaragoza	coah	05164	San Francisco Nadadores	San Buenaventura	Operando
Coahuila de Zaragoza	coah	05163	El Gato	Nadadores	Operando
Coahuila de Zaragoza	coah	05162	Dos De Abril	General Cepeda	Operando
Coahuila de Zaragoza	coah	05160	Arteaga (Dge)	Arteaga	Suspendida
Coahuila de Zaragoza	coah	05159	Acatita	Francisco I. Madero	Operando
Coahuila de Zaragoza	coah	05158	El Tanquito	Castaños	Suspendida
Coahuila de Zaragoza	coah	05157	San Francisco Del Valle	Cuatro Ciénegas	Operando
Coahuila de Zaragoza	coah	05156	Palau	Múzquiz	Operando
Coahuila de Zaragoza	coah	05155	Lamadrid	Lamadrid	Operando
Coahuila de Zaragoza	coah	05154	Huizachal	Monclova	Suspendida
Coahuila de Zaragoza	coah	05153	Castaños (Dge)	Castaños	Operando
Coahuila de Zaragoza	coah	05152	Bajan	Castaños	Operando
Coahuila de Zaragoza	coah	05151	Alto De Norias	Ramos Arizpe	Operando
Coahuila de Zaragoza	coah	05150	Abasolo	Abasolo	Operando
Coahuila de Zaragoza	coah	05149	Cienega De La Purisima	Arteaga	Operando
Coahuila de Zaragoza	coah	05148	Potrero De Abrego	Arteaga	Operando
Coahuila de Zaragoza	coah	05147	Ejido Primero De Mayo	Escobedo	Operando
Coahuila de Zaragoza	coah	05146	Huachichil	Arteaga	Operando
Coahuila de Zaragoza	coah	05145	San Juan De La Vaqueria	Saltillo	Operando
Coahuila de Zaragoza	coah	05144	Santa Teresa De Sofia	Cuatro Ciénegas	Operando
Coahuila de Zaragoza	coah	05142	Hipolito	Ramos Arizpe	Operando
Coahuila de Zaragoza	coah	05141	Gomez Farias	Saltillo	Suspendida
Coahuila de Zaragoza	coah	05140	Ramos Arizpe (Dge)	Ramos Arizpe	Operando
Coahuila de Zaragoza	coah	05139	Emiliano Zapata	Viesca	Operando
Coahuila de Zaragoza	coah	05136	Las Hormigas	Saltillo	Operando
Coahuila de Zaragoza	coah	05135	El Guaje	Ocampo	Operando
Coahuila de Zaragoza	coah	05134	Los Americanos	Ocampo	Suspendida
Coahuila de Zaragoza	coah	05133	La Ventana	Viesca	Operando
Coahuila de Zaragoza	coah	05130	C.E.F.Z.A. La Sauceda	Ramos Arizpe	Suspendida
Coahuila de Zaragoza	coah	05086	Presa San Miguel	Jiménez	Operando
Coahuila de Zaragoza	coah	05085	Presa Centenario	Jiménez	Operando
Coahuila de Zaragoza	coah	05081	Carneros	Saltillo	Suspendida
Coahuila de Zaragoza	coah	05075	Allende Ii (Dge)	Allende	Suspendida
Coahuila de Zaragoza	coah	05074	Zaragoza (Dge)	Zaragoza	Operando
Coahuila de Zaragoza	coah	05069	Muzquiz (Smn)	Múzquiz	Suspendida
Coahuila de Zaragoza	coah	05068	Palestina (Smn)	Jiménez	Suspendida
Coahuila de Zaragoza	coah	05066	Sabinas (Smn)	Sabinas	Suspendida
Coahuila de Zaragoza	coah	05064	Rincon Del Buitre	San Pedro	Operando
Coahuila de Zaragoza	coah	05063	E.T.A. 110 Allende	Allende	Suspendida
