COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 28067 
 NOMBRE    : PRESA FALCON 
 ESTADO    : TAMAULIPAS 
 MUNICIPIO : GUERRERO 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 26.58333333 ° 
 LONGITUD  : -99.18333333 ° 
 ALTITUD   : 99 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1961-01-01	0.5	1.7	15	6
1961-01-02	1.5	0.8	11.5	7
1961-01-03	1.5	0.3	8.5	7
1961-01-04	2.5	0.6	8.5	7
1961-01-05	0.5	0.3	10	7
1961-01-06	0	0.2	12	8
1961-01-07	0	1.6	16.5	9
1961-01-08	0	2.5	10	6
1961-01-09	0	2.6	13.5	6
1961-01-10	0	2.3	17.5	2.5
1961-01-11	0	3.2	17	5.5
1961-01-12	0	3.6	17	4
1961-01-13	0	2.5	18.5	3
1961-01-14	0	3.8	19.5	5
1961-01-15	0	3.6	19	6.5
1961-01-16	0	2.8	23	7
1961-01-17	0	2.9	24	7
1961-01-18	0.5	2.4	25	10
1961-01-19	0	5.7	10.5	9
1961-01-20	1	0.7	8.5	7.5
1961-01-21	0	2.3	8.5	6
1961-01-22	0	2	17	6
1961-01-23	0	1.5	22.5	6.5
1961-01-24	3	2.3	22.5	10.5
1961-01-25	1	1.1	4.5	3.5
1961-01-26	0.5	0.3	5	3
1961-01-27	1	0.1	3	2
1961-01-28	0	2.4	7	-0.5
1961-01-29	0	2.1	12	0
1961-01-30	0	2.7	17	0
1961-01-31	0	1.1	18.5	2
1961-02-01	0	2	21	9.5
1961-02-02	0	3.4	18	11.5
1961-02-03	0	3.5	21.5	4
1961-02-04	0	3	24	5
1961-02-05	0	3	18.5	11.5
1961-02-06	0	3.1	9	3
1961-02-07	0	2.6	13.5	0
1961-02-08	0	3.2	17.5	1
1961-02-09	0	2.9	21.5	4
1961-02-10	0	5	21.5	6.5
1961-02-11	0	4.5	26.5	5
1961-02-12	0	6.4	29	5
1961-02-13	0	4	27.5	9
1961-02-14	0	5.4	28	12
1961-02-15	0	3.8	26	12
1961-02-16	0	3.5	26	18
1961-02-17	0	5.3	30	18.5
1961-02-18	0	4	26	17.5
1961-02-19	0	2.9	22	18
1961-02-20	0	2.4	13	8
1961-02-21	0	4.2	15.5	8
1961-02-22	0	5	23	3
1961-02-23	0	4.4	26.5	4.5
1961-02-24	0	9.9	16.5	9.5
1961-02-25	0	6.1	22	4.5
1961-02-26	0	6.6	27	5
1961-02-27	0	7.5	27	12
1961-02-28	0	4.4	17.5	9
1961-03-01	0	5.6	21	9.5
1961-03-02	0	4.5	25.5	10.5
1961-03-03	0	7.4	34.5	11
1961-03-04	0	4.8	29.5	17.5
1961-03-05	0	6.1	32	18
1961-03-06	0	4.1	28	19
1961-03-07	0	9.1	31.5	20.5
1961-03-08	0	8.5	22	15.5
1961-03-09	0	7.9	22	10.5
1961-03-10	0	6.6	26.5	7.5
1961-03-11	0	6.5	29	7.5
1961-03-12	0	5.4	27	17
1961-03-13	0	7.5	31.5	17
1961-03-14	0	8	29	17.5
1961-03-15	0	5.4	31	18.5
1961-03-16	0	11.2	34	18.5
1961-03-17	0	1	30	17
1961-03-18	0	7.9	30.5	12
1961-03-19	0	9.2	24.5	13
1961-03-20	0	7.4	21	12.5
1961-03-21	0	7.2	29	10.5
1961-03-22	0	7.4	29.5	13
1961-03-23	0	4.3	25.5	15.5
1961-03-24	0	5.4	25.5	17.5
1961-03-25	0	7	30.5	17.5
1961-03-26	0	7.8	32.5	20.5
1961-03-27	0	4	29.5	21
1961-03-28	0	5.6	32	21
1961-03-29	0	8.5	30.5	21.5
1961-03-30	0	6	22.5	15
1961-03-31	0	14	26	11
1961-04-01	0	10.5	21.5	11.5
1961-04-02	0	5.3	25	11.5
1961-04-03	0	8.6	32	13
1961-04-04	0	11	31	14.5
1961-04-05	0	5.6	30	18
1961-04-06	0	7.7	21	14
1961-04-07	0	1.7	17.5	12.5
1961-04-08	0	10.3	33	13
1961-04-09	0	9	25.5	17.5
1961-04-10	0	6.8	26	14
1961-04-11	0	10.8	33	15
1961-04-12	0	10	25.5	15.5
1961-04-13	0	10.8	31	14
1961-04-14	0	9.1	36.5	17.5
1961-04-15	0	13.8	23	19
1961-04-16	0	8	24.5	12.5
1961-04-17	0	4.4	25	14.5
1961-04-18	0	9	31.5	15.5
1961-04-19	0	9.3	33	16
1961-04-20	0	10	35	18
1961-04-21	0	11.2	35	21
1961-04-22	0	12.6	35.5	21
1961-04-23	0	12.4	35.5	20.5
1961-04-24	0	10.2	36	23
1961-04-25	0	10.8	34.5	21
1961-04-26	0	7.8	34	21
1961-04-27	0	8.1	32.5	22
1961-04-28	0	3.6	28.5	23.5
1961-04-29	51	14.2	33	23
1961-04-30	NULO	6.1	29.5	20
1961-05-01	0	8	35.5	20
1961-05-02	45.5	14.2	32.5	22
1961-05-03	0	6.9	31.5	18.5
1961-05-04	0	9.3	34.5	22.5
1961-05-05	0	10.4	37.5	24
1961-05-06	0	10.3	37	24
1961-05-07	0	11.9	38	24
1961-05-08	0	11.3	31.5	24
1961-05-09	0	10	29	21
1961-05-10	0	9.4	31	16
1961-05-11	0	9.2	32.5	15
1961-05-12	0	9.8	34.5	15
1961-05-13	0	9.1	36	21.5
1961-05-14	0	9	30.5	22.5
1961-05-15	0	10	34.5	22.5
1961-05-16	0	4.4	34	23
1961-05-17	0	10.7	36.5	23
1961-05-18	0	11.1	35	24
1961-05-19	0	9.7	34	23.5
1961-05-20	0	11	36	23.5
1961-05-21	0	8.4	36	22.5
1961-05-22	0	9	37.5	23.5
1961-05-23	4	10.3	36	23.5
1961-05-24	0	5.6	32	20
1961-05-25	0	7.8	36	22
1961-05-26	0	11.3	34	25
1961-05-27	0	9.4	30.5	20.5
1961-05-28	0	8.7	32.5	21.5
1961-05-29	0	9.2	33.5	22
1961-05-30	0	10.1	34	22.5
1961-05-31	NULO	9.4	34	22
1961-06-01	0	10	35	22
1961-06-02	0	10.5	34.5	25
1961-06-03	0	10.9	36	25.5
1961-06-04	0	10.7	36	24.5
1961-06-05	0	11.6	36.5	25
1961-06-06	0	12.8	36.5	26
1961-06-07	0	12.7	38	26
1961-06-08	7.5	10.8	37.5	26
1961-06-09	0	8.1	33	21
1961-06-10	0	9.8	36	21
1961-06-11	14.5	12.9	36.5	26
1961-06-12	0	9.7	35	24.5
1961-06-13	0	9.8	34	25
1961-06-14	0	6.9	33.5	25
1961-06-15	6.5	6.2	32	25
1961-06-16	0	6.9	32.5	23
1961-06-17	30.5	7.3	33	24
1961-06-18	8	5.5	28.5	22
1961-06-19	0	7.7	30.5	22
1961-06-20	0	8.8	31	22
1961-06-21	0	8.6	33	24
1961-06-22	0	10.6	35	23
1961-06-23	0	9.6	34	23
1961-06-24	0	10.8	35	23
1961-06-25	0	10.8	36.5	23
1961-06-26	0	10.9	36	25
1961-06-27	0	9.3	36.5	25
1961-06-28	0	12	36.5	25
1961-06-29	0	11.1	35.5	24
1961-06-30	0	8.5	35.5	24
1961-07-01	0	10.6	34.5	23
1961-07-02	0	9.9	34.5	23
1961-07-03	0	11.2	34.5	24
1961-07-04	0	11.2	35	24.5
1961-07-05	0	10.7	35	24
1961-07-06	0	10.2	35	24
1961-07-07	0	10.9	35.5	24
1961-07-08	0	12.2	36.5	23
1961-07-09	0	11.3	37.5	25
1961-07-10	3	3.9	33.5	25
1961-07-11	0	7.3	33	23
1961-07-12	0	13	35	23
1961-07-13	0	11.5	35	25.5
1961-07-14	0	13.5	36	25
1961-07-15	0	14.4	38.5	25
1961-07-16	0	11.5	37.5	25
1961-07-17	0	10.7	36	26
1961-07-18	0	11.5	36.5	24
1961-07-19	0	11.4	36	24
1961-07-20	0	12	36	25
1961-07-21	0	10.5	35	25
1961-07-22	0	11.9	36	26
1961-07-23	0	9.1	35.5	26.5
1961-07-24	0	12.4	36.5	24.5
1961-07-25	0	8.9	35	23
1961-07-26	29	14.6	34.5	23.5
1961-07-27	7	5.9	30.5	22
1961-07-28	0	6.9	33	20.5
1961-07-29	0	10.9	34.5	22
1961-07-30	0	10.8	35.5	24
1961-07-31	0	10.7	34.5	25.5
1961-08-01	0	5.7	33	24
1961-08-02	0	8.8	35	25
1961-08-03	0	9.6	36	25
1961-08-04	0	9.6	37	24
1961-08-05	0	9.2	36.5	27
1961-08-06	0	8.2	36.5	26.5
1961-08-07	0	10	36	24
1961-08-08	0	9.1	35.5	25.5
1961-08-09	4.5	4.5	32	24
1961-08-10	0	10.5	35.5	23.5
1961-08-11	0	10.1	36	25
1961-08-12	13	8.5	35	25
1961-08-13	0	9.9	35	25
1961-08-14	0	10.1	36	24
1961-08-15	0	9.7	35.5	25
1961-08-16	1	5.2	37	25.5
1961-08-17	2	4	30.5	24
1961-08-18	0	7.2	32	23.5
1961-08-19	19.5	3.2	27.5	24
1961-08-20	1.5	6.5	31.5	24
1961-08-21	0	8.8	33	23
1961-08-22	0	10.3	35.5	23
1961-08-23	0	9.5	35.5	22
1961-08-24	0	9	35	25
1961-08-25	0	9.3	33.5	25
1961-08-26	0	10.1	33.5	22
1961-08-27	0	9.7	33	22.5
1961-08-28	0	9.6	33.5	22
1961-08-29	0	9.4	36	23
1961-08-30	0	10.1	36	23
1961-08-31	0	10.2	37	23
1961-09-01	0	11.7	38	24
