1983-10-08	0	NULO	NULO	NULO
1983-10-09	0	NULO	NULO	NULO
1983-10-10	0	NULO	NULO	NULO
1983-10-11	0.3	NULO	NULO	NULO
1983-10-12	0	NULO	NULO	NULO
1983-10-13	0	NULO	NULO	NULO
1983-10-14	0	NULO	NULO	NULO
1983-10-15	0	NULO	NULO	NULO
1983-10-16	0.9	NULO	NULO	NULO
1983-10-17	0	NULO	NULO	NULO
1983-10-18	0	NULO	NULO	NULO
1983-10-19	0	NULO	NULO	NULO
1983-10-20	0	NULO	NULO	NULO
1983-10-21	0	NULO	NULO	NULO
1983-10-22	0	NULO	NULO	NULO
1983-10-23	0	NULO	NULO	NULO
1983-10-24	0	NULO	NULO	NULO
1983-10-25	0	NULO	NULO	NULO
1983-10-26	0	NULO	NULO	NULO
1983-10-27	0	NULO	NULO	NULO
1983-10-28	0	NULO	NULO	NULO
1983-10-29	0	NULO	NULO	NULO
1983-10-30	0	NULO	NULO	NULO
1983-10-31	0	NULO	NULO	NULO
1983-11-01	0	NULO	NULO	NULO
1983-11-02	0	NULO	NULO	NULO
1983-11-03	0	NULO	NULO	NULO
1983-11-04	0	NULO	NULO	NULO
1983-11-05	0	NULO	NULO	NULO
1983-11-06	0	NULO	NULO	NULO
1983-11-07	0	NULO	NULO	NULO
1983-11-08	0	NULO	NULO	NULO
1983-11-09	0	NULO	NULO	NULO
1983-11-10	0	NULO	NULO	NULO
1983-11-11	0	NULO	NULO	NULO
1983-11-12	0	NULO	NULO	NULO
1983-11-13	0	NULO	NULO	NULO
1983-11-14	0	NULO	NULO	NULO
1983-11-15	0	NULO	NULO	NULO
1983-11-16	0	NULO	NULO	NULO
1983-11-17	0	NULO	NULO	NULO
1983-11-18	0	NULO	NULO	NULO
1983-11-19	0	NULO	NULO	NULO
1983-11-20	0	NULO	NULO	NULO
1983-11-21	0	NULO	NULO	NULO
1983-11-22	0	NULO	NULO	NULO
1983-11-23	0	NULO	NULO	NULO
1983-11-24	0	NULO	NULO	NULO
1983-11-25	0	NULO	NULO	NULO
1983-11-26	0	NULO	NULO	NULO
1983-11-27	0	NULO	NULO	NULO
1983-11-28	0	NULO	NULO	NULO
1983-11-29	0	NULO	NULO	NULO
1983-11-30	0	NULO	NULO	NULO
1983-12-01	0	NULO	NULO	NULO
1983-12-02	0	NULO	NULO	NULO
1983-12-03	0	NULO	NULO	NULO
1983-12-04	0	NULO	NULO	NULO
1983-12-05	0	NULO	NULO	NULO
1983-12-06	0	NULO	NULO	NULO
1983-12-07	0	NULO	NULO	NULO
1983-12-08	0	NULO	NULO	NULO
1983-12-09	0	NULO	NULO	NULO
1983-12-10	0	NULO	NULO	NULO
1983-12-11	0	NULO	NULO	NULO
1983-12-12	0	NULO	NULO	NULO
1983-12-13	0	NULO	NULO	NULO
1983-12-14	0	NULO	NULO	NULO
1983-12-15	0	NULO	NULO	NULO
1983-12-16	0	NULO	NULO	NULO
1983-12-17	0	NULO	NULO	NULO
1983-12-18	0	NULO	NULO	NULO
1983-12-19	0	NULO	NULO	NULO
1983-12-20	0	NULO	NULO	NULO
1983-12-21	0	NULO	NULO	NULO
1983-12-22	0	NULO	NULO	NULO
1983-12-23	0	NULO	NULO	NULO
1983-12-24	0	NULO	NULO	NULO
1983-12-25	0	NULO	NULO	NULO
1983-12-26	0	NULO	NULO	NULO
1983-12-27	0	NULO	NULO	NULO
1983-12-28	0	NULO	NULO	NULO
1983-12-29	0	NULO	NULO	NULO
1983-12-30	0	NULO	NULO	NULO
1983-12-31	0	NULO	NULO	NULO
1984-06-01	0	NULO	NULO	NULO
1984-06-02	0	NULO	NULO	NULO
1984-06-03	0	NULO	NULO	NULO
1984-06-04	0	NULO	NULO	NULO
1984-06-05	0	NULO	NULO	NULO
1984-06-06	0	NULO	NULO	NULO
1984-06-07	0	NULO	NULO	NULO
1984-06-08	0	NULO	NULO	NULO
1984-06-09	0	NULO	NULO	NULO
1984-06-10	0	NULO	NULO	NULO
1984-06-11	0	NULO	NULO	NULO
1984-06-12	0	NULO	NULO	NULO
1984-06-13	0	NULO	NULO	NULO
1984-06-14	0	NULO	NULO	NULO
1984-06-15	0	NULO	NULO	NULO
1984-06-16	0	NULO	NULO	NULO
1984-06-17	0	NULO	NULO	NULO
1984-06-18	0	NULO	NULO	NULO
1984-06-19	0	NULO	NULO	NULO
1984-06-20	3	NULO	NULO	NULO
1984-06-21	0	NULO	NULO	NULO
1984-06-22	0	NULO	NULO	NULO
1984-06-23	0	NULO	NULO	NULO
1984-06-24	0	NULO	NULO	NULO
1984-06-25	0	NULO	NULO	NULO
1984-06-26	0	NULO	NULO	NULO
1984-06-27	0	NULO	NULO	NULO
1984-06-28	0	NULO	NULO	NULO
1984-06-29	0	NULO	NULO	NULO
1984-06-30	0	NULO	NULO	NULO
1984-07-01	0	NULO	NULO	NULO
1984-07-02	0	NULO	NULO	NULO
1984-07-03	0	NULO	NULO	NULO
1984-07-04	0	NULO	NULO	NULO
1984-07-05	0	NULO	NULO	NULO
1984-07-06	0	NULO	NULO	NULO
1984-07-07	0	NULO	NULO	NULO
1984-07-08	0	NULO	NULO	NULO
1984-07-09	0	NULO	NULO	NULO
1984-07-10	0	NULO	NULO	NULO
1984-07-11	0	NULO	NULO	NULO
1984-07-12	0	NULO	NULO	NULO
1984-07-13	0	NULO	NULO	NULO
1984-07-14	0	NULO	NULO	NULO
1984-07-15	0	NULO	NULO	NULO
1984-07-16	0	NULO	NULO	NULO
1984-07-17	0	NULO	NULO	NULO
1984-07-18	0	NULO	NULO	NULO
1984-07-19	0	NULO	NULO	NULO
1984-07-20	0	NULO	NULO	NULO
1984-07-21	0	NULO	NULO	NULO
1984-07-22	0	NULO	NULO	NULO
1984-07-23	0	NULO	NULO	NULO
1984-07-24	0	NULO	NULO	NULO
1984-07-25	0	NULO	NULO	NULO
1984-07-26	0	NULO	NULO	NULO
1984-07-27	0	NULO	NULO	NULO
1984-07-28	0	NULO	NULO	NULO
1984-07-29	0	NULO	NULO	NULO
1984-07-30	0	NULO	NULO	NULO
1984-07-31	0	NULO	NULO	NULO
1984-08-01	0	NULO	NULO	NULO
1984-08-02	0	NULO	NULO	NULO
1984-08-03	0	NULO	NULO	NULO
1984-08-04	0	NULO	NULO	NULO
1984-08-05	0	NULO	NULO	NULO
1984-08-06	0	NULO	NULO	NULO
1984-08-07	0	NULO	NULO	NULO
1984-08-08	0	NULO	NULO	NULO
1984-08-09	0	NULO	NULO	NULO
1984-08-10	0	NULO	NULO	NULO
1984-08-11	0	NULO	NULO	NULO
1984-08-12	0	NULO	NULO	NULO
1984-08-13	0	NULO	NULO	NULO
1984-08-14	0	NULO	NULO	NULO
1984-08-15	0	NULO	NULO	NULO
1984-08-16	0	NULO	NULO	NULO
1984-08-17	0	NULO	NULO	NULO
1984-08-18	0	NULO	NULO	NULO
1984-08-19	0	NULO	NULO	NULO
1984-08-20	0	NULO	NULO	NULO
1984-08-21	0	NULO	NULO	NULO
1984-08-22	0	NULO	NULO	NULO
1984-08-23	0	NULO	NULO	NULO
1984-08-24	0	NULO	NULO	NULO
1984-08-25	0	NULO	NULO	NULO
1984-08-26	0	NULO	NULO	NULO
1984-08-27	0	NULO	NULO	NULO
1984-08-28	0	NULO	NULO	NULO
1984-08-29	0	NULO	NULO	NULO
1984-08-30	0	NULO	NULO	NULO
1984-08-31	0	NULO	NULO	NULO
1984-10-01	0	5.95	19	13
1984-10-02	0	4.94	25	10
1984-10-03	0	3.06	27	13
1984-10-04	0	5.84	31	18
1984-10-05	0	3.16	30	19
1984-10-06	0	3.89	32	16
1984-10-07	0	6.7	31	15
1984-10-08	0	6.35	27	16
1984-10-09	0	9.65	31	16
1984-10-10	12	5.41	29	16
1984-10-11	0	5.94	26	18
1984-10-12	0	6.16	30	16
1984-10-13	0	5.9	33	18
1984-10-14	0	5.94	35	13
1984-10-15	0	6.65	31	18
1984-10-16	0	6.46	35	18
1984-10-17	0	7.05	29	19
1984-10-18	0	5.89	33	18.5
1984-10-19	0	5.7	31	16
1984-10-20	0	5.55	36	14
1984-10-21	0	6.4	33	18
1984-10-22	2	5.74	25	16
1984-10-23	0	3.45	16	10
1984-10-24	0	2.17	19	9
1984-10-25	0	3.09	18	10
1984-10-26	0	5.15	25	10
1984-10-27	0	3.84	26	9
1984-10-28	0	5.16	27	14
1984-10-29	0	4.84	28	15
1984-10-30	0	5.16	30	14
1984-10-31	0	4.85	28	15
1984-11-01	5	7.15	30	19
1984-11-02	0	3.49	19	14
1984-11-03	0	2.12	26.5	13
1984-11-04	0	8.15	30	10
1984-11-05	0	5.62	26	9
1984-11-06	0	4.83	25	5
1984-11-07	0	3.12	28	6
1984-11-08	0	5.11	31	9
1984-11-09	0	3.29	35	11
1984-11-10	0	10.38	31	15
1984-11-11	0	4.89	28	5
1984-11-12	0	2.9	26	7
1984-11-13	0	1.16	28.5	10
1984-11-14	0	3.55	27	12
1984-11-15	0	4.81	28.8	12
1984-11-16	0	3.02	24.5	13
1984-11-17	0	5.78	29.9	14
1984-11-18	0	5.88	27	10
1984-11-19	0	5.07	26	12
1984-11-20	0	1.28	20	7
1984-11-21	0	5.98	11	5
1984-11-22	0	5.5	15	8
1984-11-23	0	5.69	20.6	8
1984-11-24	0	5.51	27	10
1984-11-25	0	4.99	29	6
1984-11-26	0	5.03	26	8
1984-11-27	0	4.7	19.7	9
1984-11-28	0	6	23	5
1984-11-29	0	5.38	30	2
1984-11-30	0	6.24	28	1
1984-12-01	0	4.68	24	2
1984-12-02	0	5.02	28	4
1984-12-03	0	5.35	14	5
1984-12-04	0	1.41	14	6
1984-12-05	0	3.59	13	7
1984-12-06	0	3.04	12	5
1984-12-07	0	2.26	18	5
1984-12-08	0	3.36	30	0
1984-12-09	0	2.38	31	1
1984-12-10	0	1.46	30.5	3
1984-12-11	0	4.47	31	4
1984-12-12	0	0.73	25	6
1984-12-13	0	3.07	30	9
1984-12-14	0	4.73	29	11
1984-12-15	0	6.46	28.5	13
1984-12-16	0	1.64	29	12
1984-12-17	0	5.19	26	11
1984-12-18	0	4.04	27	15
1984-12-19	0	1.16	26	14
1984-12-20	0	1.95	27	11
1984-12-21	0	2.69	30	10
1984-12-22	0	3.81	29	11
1984-12-23	0	4.84	28	12
1984-12-24	0	1.36	19	13
1984-12-25	0	1.62	21	6
1984-12-26	0	1.98	16	7
1984-12-27	0	3.24	26	8
1984-12-28	0	1.75	26	8
1984-12-29	0	3.21	25	8
1984-12-30	15	5.05	21	6
1984-12-31	0	3.94	23	6
1985-01-01	1	1.4	14	8
1985-01-02	0	1.1	9	0
1985-01-03	0	3.37	5	2
1985-01-04	0	3.21	16	2
1985-01-05	0	1.6	19	1
1985-01-06	0	2.02	24	1.5
1985-01-07	0	4.21	19	1
1985-01-08	0	2.55	21	0
1985-01-09	0	3.74	26	1
1985-01-10	0	3.56	19	2
1985-01-11	20	2.34	14	1
1985-01-12	0	1.95	2	0
1985-01-13	0	1.26	4	-3
1985-01-14	5	0.73	9	-3
1985-01-15	1	1.87	14	0
1985-01-16	4	0.99	12	2
1985-01-17	0	1.32	15	4
1985-01-18	0	0.79	20	0
1985-01-19	5	2.15	25	2
1985-01-20	0	2.45	11	1
1985-01-21	0	1.59	8	2
1985-01-22	0	1.19	9	3
1985-01-23	0	3.77	7	4
1985-01-24	0	1.44	10	0
1985-01-25	0	0.96	18	2
1985-01-26	13	2.6	20	-1
1985-01-27	0	2.44	21	1
1985-01-28	0	3.56	17	1
1985-01-29	0	3.45	20	2
1985-01-30	0	5.55	9	3
1985-01-31	0	0.95	6	1
1985-02-01	0	2.54	9	2
1985-02-02	0	4.06	10	-3
1985-02-03	0	3.49	12	-2
1985-02-04	0	3.6	10	0
1985-02-05	0	2.29	14	-2
1985-02-06	0	3.61	9	-1
1985-02-07	0	0.67	8	2
1985-02-08	0	3.61	23	4
1985-02-09	0	3.04	13	6
1985-02-10	0	4.16	13	9
1985-02-11	0	4.16	20	8
1985-02-12	0	3.74	28	5
1985-02-13	0	3.06	20	6
1985-02-14	0	2.84	17	6
1985-02-15	0	NULO	13	2
1985-02-16	0	NULO	11	3
1985-02-17	0	NULO	14	5
1985-02-18	0	NULO	15	6
1985-02-19	0	NULO	27	7
1985-02-20	0	3.84	32	8
1985-02-21	0	3.99	35	9
1985-02-22	0	3.87	21	8
1985-02-23	0	3.14	22	7
1985-02-24	0	3.25	24	5
1985-02-25	0	3.54	21	7
1985-02-26	4	NULO	24	3
1985-02-27	1	NULO	15	7
1985-02-28	0	NULO	NULO	NULO
1985-03-01	0	NULO	25	9
1985-03-02	0	NULO	24	10
1985-03-03	0	NULO	30	13
1985-03-04	0	NULO	26	11
1985-03-05	0	NULO	24	10
1985-03-06	0	NULO	18	11
1985-03-07	0	NULO	21	9
1985-03-08	0	NULO	24	8
1985-03-09	0	NULO	27	9
1985-03-10	0	NULO	30	10
1985-03-11	0	NULO	31	11
1985-03-12	0	NULO	28	10
1985-03-13	0	NULO	29	9.5
1985-03-14	7	NULO	21	10
1985-03-15	0	NULO	23	9
1985-03-16	0	NULO	21	8
1985-03-17	0	NULO	23	9
1985-03-18	0	NULO	21	8
1985-03-19	5	NULO	22	9
1985-03-20	0	NULO	21	10
1985-03-21	0	NULO	24	12
1985-03-22	0	NULO	23	13
1985-03-23	0	NULO	21	19
1985-03-24	0	NULO	22	18
1985-03-25	0	NULO	23	17
1985-03-26	0	NULO	26	16
1985-03-27	0	NULO	25	15
1985-03-28	0	NULO	24	19
1985-03-29	0	NULO	28	18
1985-03-30	0	NULO	29	17
1985-03-31	0	NULO	26	16
1985-06-01	0	8.71	34	23
1985-06-02	0	12.9	36	22
1985-06-03	0	11.84	39	23
1985-06-04	0	7.7	38	20
1985-06-05	25	7.76	37	25
1985-06-06	0	5.18	35	22
1985-06-07	0	8.91	36	23
1985-06-08	0	3.11	37	22
1985-06-09	0	4.35	32	23
1985-06-10	2	11.35	29	21
1985-06-11	0	7.89	35	17
1985-06-12	0	8.11	34	21
1985-06-13	40	9.28	36	23
1985-06-14	6	4.92	37	20
1985-06-15	0	3.82	31	20
1985-06-16	0	6.73	34	21
1985-06-17	0	2.93	32	18
1985-06-18	0	6.97	38	19
1985-06-19	0	8.05	33	21
1985-06-20	0	8.96	34	21
1985-06-21	0	6.99	32	22
1985-06-22	0	6.87	39	21
1985-06-23	1	5.26	34	20
1985-06-24	0	6.14	32	18
1985-06-25	0	10.81	36	20
1985-06-26	0	2.17	32	19
1985-06-27	0	4.6	32	17
1985-06-28	0	6.1	34	18
1985-06-29	6	6.8	28	20
1985-06-30	0	4.2	29	19
1985-07-01	0	NULO	36	18
1985-07-02	0	NULO	34	20
1985-07-03	0	NULO	36	21
1985-07-04	0	NULO	36	20
1985-07-05	0	NULO	35	20
1985-07-06	0	NULO	36	21
1985-07-07	0	NULO	35	20
1985-07-08	0	NULO	34	21
1985-07-09	0	NULO	35	21
1985-07-10	0	NULO	36	20
1985-07-11	0	NULO	37	20
1985-07-12	0	NULO	36	20
1985-07-13	0	NULO	37	21
1985-07-14	0	NULO	36	21
1985-07-15	0	NULO	38	20
1985-07-16	0	NULO	36	21
1985-07-17	0	NULO	37	20
1985-07-18	0	NULO	39	22
1985-07-19	0	NULO	35	22
1985-07-20	0	NULO	36	21
1985-07-21	0	NULO	37	20
1985-07-22	0	NULO	36	21
1985-07-23	0	NULO	37	20
1985-07-24	0	NULO	36	21
1985-07-25	2	NULO	35	21
1985-07-26	0	NULO	33	21
1985-07-27	0	NULO	31	20
1985-07-28	0	NULO	32	21
1985-07-29	0	NULO	34	22
1985-07-30	0	NULO	36	23
1985-07-31	0	NULO	37	23
1985-08-01	0	8.84	39	23
1985-08-02	0	10.35	38	21
1985-08-03	0	10.11	39	23
1985-08-04	0	8.95	36	22
1985-08-05	0	11.54	38	24
1985-08-06	0	11.66	39	20
1985-08-07	0	11.55	36	23
1985-08-08	0	8.35	37	22
1985-08-09	0	9.11	38	24
1985-08-10	0	9.88	37	21
1985-08-11	0	7.19	38	20
1985-08-12	0	9.65	39	21
1985-08-13	0	7.25	36	25
1985-08-14	0	8.16	39	24
1985-08-15	0	10.05	34	23
1985-08-16	0	8.74	38	21
1985-08-17	0	9.25	37	23
1985-08-18	0	9.95	38	22
1985-08-19	0	9.8	39	23
1985-08-20	0	10.63	36	24
1985-08-21	0	11.3	38	23
1985-08-22	0	7.89	37	24
1985-08-23	0	10.57	38	23
1985-08-24	0	8.93	33	21
1985-08-25	0	9.1	32	22
1985-08-26	0	8.46	36	20
1985-08-27	2	7.25	35	21
1985-08-28	0	8.05	34	20
1985-08-29	0	10.53	32	20
1985-08-30	0	8.47	37	21
1985-08-31	0	10.74	35	20
1985-09-01	0	10.2	34	23
1985-09-02	0	12.9	36	22
1985-09-03	0	11.84	39	23
1985-09-04	0	7.7	38	20
1985-09-05	25	9.76	38	25
1985-09-06	0	8.2	35	22
1985-09-07	0	7.75	36	23
1985-09-08	0	4.1	37	22
1985-09-09	0	4.32	32	21
1985-09-10	2	11.38	34	18
1985-09-11	0	7.89	32	19
1985-09-12	0	8.11	34	17
1985-09-13	40	9.28	36	20
1985-09-14	6	4.74	30	20
1985-09-15	0	6.02	31	18
1985-09-16	0	8.71	34	19
1985-09-17	0	2.93	33	22
1985-09-18	0	6.97	35	20
1985-09-19	0	8.05	33	21
1985-09-20	0	7.65	32	21
1985-09-21	0	6.99	33	17
1985-09-22	0	5.87	36	20
1985-09-23	1	6.26	34	20
1985-09-24	0	6.14	31	18
1985-09-25	0	10.81	37	20
1985-09-26	0	2.17	32	19
1985-09-27	0	4.6	29	17
1985-09-28	0	5.99	32	21
1985-09-29	6	6.73	28	21
1985-09-30	0	5.53	29	19
1985-10-01	0	4.3	21	17
1985-10-02	0	4.7	25	12
1985-10-03	0	3.3	31	11
1985-10-04	0	6.54	33	14
1985-10-05	0	3.41	27	18
1985-10-06	0	5.84	31	11
1985-10-07	0	3.75	33	14
1985-10-08	0	4.46	32	11
1985-10-09	0	5.95	33	18
1985-10-10	0	4.54	32	19
1985-10-11	0	4.95	33	20
1985-10-12	0	7.06	34	20
1985-10-13	0	6.44	33	21
1985-10-14	0	5.52	34	22
1985-10-15	1	5.29	25	21
1985-10-16	0	3.91	26	18
1985-10-17	0	4.94	30	18.5
1985-10-18	0	5.11	31	20
1985-10-19	0	6.54	35	20
1985-10-20	12	3.41	26	18
1985-10-21	0	5.65	24	10
1985-10-22	0	5.35	28	11
1985-10-23	0	4.94	31	16
1985-10-24	0	4.88	32	14
1985-10-25	0	4.96	28	17
1985-10-26	0	3.46	29	15
1985-10-27	0	4.7	31	14
1985-10-28	0	4.84	29	16
1985-10-29	0	5.42	30	11
1985-10-30	0	5.42	27	14
1985-10-31	0	NULO	30	8
1985-11-01	4	4.3	26	12
1985-11-02	0	4.7	21	10
1985-11-03	0	3.3	20	5
1985-11-04	0	6.54	23	6
1985-11-05	0	3.41	28	10
1985-11-06	0	5.84	32	6
1985-11-07	0	3.75	28	8
1985-11-08	0	4.46	28	9
1985-11-09	0	5.95	33	8
1985-11-10	0	4.84	32	11
1985-11-11	0	4.95	33	12
1985-11-12	0	7.06	32	14
1985-11-13	0	6.44	32	17
1985-11-14	0	5.52	30	19
1985-11-15	0	5.29	29	14
1985-11-16	0	3.91	29.5	12
1985-11-17	0	4.94	30	12
1985-11-18	0	5.11	32	14
1985-11-19	0	6.54	26	13
1985-11-20	0	3.41	21	14
1985-11-21	0	5.65	22	9
1985-11-22	0	5.35	19	8
1985-11-23	0	4.94	25	10
1985-11-24	0	4.88	28	11
1985-11-25	0	4.96	31	10
1985-11-26	0	3.46	29	11
1985-11-27	2	4.7	27	12
1985-11-28	0	4.84	29	10
1985-11-29	0	5.99	26	12
1985-11-30	0	5.42	25	10
1985-12-01	0	1.17	11	5
1985-12-02	0	1.92	6	0
1985-12-03	0	4.5	16	-1
1985-12-04	0	3.25	20	0
1985-12-05	0	4.4	19	2
1985-12-06	0	1.86	20	0
1985-12-07	0	3.74	25	3
1985-12-08	0	2.41	21	6
1985-12-09	0	2.84	27	8
1985-12-10	0	2.95	24	6
1985-12-11	0	2.26	11	7
1985-12-12	0	3.45	8	4
1985-12-13	0	0.8	5.5	4
1985-12-14	0	2.59	10	-3
1985-12-15	0	4.11	12	-2
1985-12-16	0	2.8	11	-1
1985-12-17	0	3.05	16	-2
1985-12-18	0	6.15	12	0
1985-12-19	0	3.99	20	3
1985-12-20	0	1.85	25	4
1985-12-21	0	4.74	22	8
1985-12-22	0	1.17	20	6
1985-12-23	0	1.3	25	5
1985-12-24	0	3.54	18	6
1985-12-25	0	4.65	17	3
1985-12-26	0	3.74	20	1
1985-12-27	0	1.79	22	1
1985-12-28	0	3	21	3
1985-12-29	0	3.82	25	2
1985-12-30	0	2.52	21	3
1985-12-31	0	2.84	27	4
1986-01-01	0	1.9	25	14
1986-01-02	0	3.35	30	7
1986-01-03	0	4.37	21	6
1986-01-04	0	4.19	24	8
1986-01-05	0	2.55	16	6
1986-01-06	0	5.09	25	3
1986-01-07	0	3.02	18	3.5
1986-01-08	0	2.11	10	2
1986-01-09	0	4.73	19	1
1986-01-10	0	4.39	20	0
1986-01-11	0	2.74	21	-2
1986-01-12	0	3.26	20	-4
1986-01-13	0	3	20	0.1
1986-01-14	0	4.17	24	-2
1986-01-15	0	3.61	23	2
1986-01-16	0	1.76	22	4
1986-01-17	0	5.19	26	3
1986-01-18	0	4.13	21	4
1986-01-19	0	3.63	22	0.5
1986-01-20	0	1.84	20	0
1986-01-21	0	1.91	16	1
1986-01-22	0	2.3	19	2
1986-01-23	0	1.79	21	1
1986-01-24	0	2.2	18	2
1986-01-25	0	2.71	21	1
1986-01-26	0	1.3	16	3
1986-01-27	0	0.99	17	-1
1986-01-28	0	0.7	19	-2
1986-01-29	0	0.31	18	-1
1986-01-30	0	0.9	10	-1
1986-01-31	0	0.94	12	2
1986-02-01	0	NULO	31	9
1986-02-02	0	NULO	20	12
1986-02-03	0	NULO	20	8
1986-02-04	0	NULO	32	14
1986-02-05	0	NULO	32	15
1986-02-06	0	NULO	27	18
1986-02-07	0	NULO	30	11
1986-02-08	0	NULO	28	14
1986-02-09	0	NULO	26	17
1986-02-10	0	NULO	23	10
1986-02-11	0	NULO	24	15
1986-02-12	0	NULO	21	16
1986-02-13	0	NULO	24	17
1986-02-14	0	NULO	20	15
1986-02-15	0	NULO	21	15
1986-02-16	0	NULO	24	14
1986-02-17	0	NULO	23	15
1986-02-18	0	NULO	21	16
1986-02-19	0	NULO	26	17
1986-02-20	0	NULO	21	16
1986-02-21	0	NULO	24	15
1986-02-22	0	NULO	23	17
1986-02-23	0	NULO	21	16
1986-02-24	0	NULO	22	17
1986-02-25	0	NULO	26	16
1986-02-26	0	NULO	21	15
