COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 5005 
 NOMBRE    : CANDELA (DGE) 
 ESTADO    : COAHUILA DE ZARAGOZA 
 MUNICIPIO : CANDELA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 26.84138889 ° 
 LONGITUD  : -100.7602778 ° 
 ALTITUD   : 582 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1967-05-10	NULO	NULO	NULO	NULO
1967-05-11	0	NULO	39	24
1967-05-12	0	NULO	44	25
1967-05-13	0	NULO	41	27
1967-05-14	0	NULO	38	25.5
1967-05-15	0	NULO	39	20
1967-05-16	0	NULO	33	24.5
1967-05-17	0	NULO	30	23
1967-05-18	0	NULO	32	22.5
1967-05-19	0	NULO	33	23
1967-05-20	2	NULO	35	22
1967-05-21	0	NULO	36	20
1967-05-22	0	NULO	34.5	22
1967-05-23	0	NULO	33	23
1967-05-24	0	NULO	36	24
1967-05-25	0	NULO	35	23
1967-05-26	0	NULO	36	22
1967-05-27	0	NULO	31	22.5
1967-05-28	0	NULO	32	23
1967-05-29	0	NULO	34	21
1967-05-30	0	NULO	35	22
1967-05-31	0	NULO	36	21.5
1967-06-01	0	NULO	37	26.5
1967-06-02	0	NULO	33	22
1967-06-03	0	NULO	32.5	23
1967-06-04	0	NULO	34.5	21.5
1967-06-05	0	NULO	34.5	21
1967-06-06	0	NULO	38	22
1967-06-07	0	NULO	38.5	25
1967-06-08	0	NULO	38	25
1967-06-09	0	NULO	38.5	25
1967-06-10	0	NULO	42.5	24
1967-06-11	0	NULO	40	25
1967-06-12	0	NULO	41	21.5
1967-06-13	0	NULO	38	26
1967-06-14	0	NULO	36.5	25
1967-06-15	0	NULO	47	25
1967-06-16	0	NULO	37	24
1967-06-17	0	NULO	36.5	25
1967-06-18	0	NULO	37	24
1967-06-19	0	NULO	37	25
1967-06-20	0	NULO	37	24
1967-06-21	0	NULO	47	26
1967-06-22	0	NULO	37.5	24
1967-06-23	0	NULO	38	25.5
1967-06-24	0	NULO	44	26.5
1967-06-25	0	NULO	39	28
1967-06-26	0	NULO	40.5	24.5
1967-06-27	0	NULO	40	25
1967-06-28	0	NULO	40.5	25
1967-06-29	0	NULO	40	26
1967-06-30	0	NULO	NULO	NULO
1967-07-01	0	NULO	40.5	26
1967-07-02	0	NULO	42	25.5
1967-07-03	0	NULO	40	24
1967-07-04	0	NULO	43	22
1967-07-05	0	NULO	40	26
1967-07-06	0	NULO	41	27
1967-07-07	0	NULO	42	26.5
1967-07-08	0	NULO	41	25
1967-07-09	0	NULO	40	26
1967-07-10	0	NULO	38	26
1967-07-11	0	NULO	39	24
1967-07-12	0	NULO	40	24
1967-07-13	11	NULO	36	26
1967-07-14	0	NULO	39	23
1967-07-15	0	NULO	36	25
1967-07-16	0	NULO	38	24
1967-07-17	0	NULO	37	26
1967-07-18	0	NULO	39	24
1967-07-19	0	NULO	38	26
1967-07-20	0	NULO	38	24
1967-07-21	8	NULO	35	24
1967-07-22	0	NULO	39	22
1967-07-23	0	NULO	38	26
1967-07-24	0	NULO	37	26
1967-07-25	0	NULO	39	24
1967-07-26	0	NULO	38	25
1967-07-27	0	NULO	37	26
1967-07-28	0	NULO	39	26.5
1967-07-29	0	NULO	39	26
1967-07-30	0	NULO	38.5	26
1967-07-31	0	NULO	38	24.5
1967-08-01	0	NULO	38	26
1967-08-02	0	NULO	38	26
1967-08-03	0	NULO	38	26
1967-08-04	0	NULO	38	26
1967-08-05	0	NULO	38	24
1967-08-06	0	NULO	38	26.5
1967-08-07	0	NULO	38	27
1967-08-08	0	NULO	39	26
1967-08-09	0	NULO	38	26
1967-08-10	0	NULO	37	26
1967-08-11	26	NULO	36	27
1967-08-12	0	NULO	33	21
1967-08-13	0	NULO	34	21
1967-08-14	0	NULO	37	22
1967-08-15	0	NULO	35	20
1967-08-16	0	NULO	38	22
1967-08-17	25	NULO	34	24
1967-08-18	14.5	NULO	34	22
1967-08-19	0	NULO	35	20
1967-08-20	0	NULO	31.5	22
1967-08-21	15	NULO	32	23
1967-08-22	0	NULO	32	21
1967-08-23	80	NULO	27	22
1967-08-24	2	NULO	25	22
1967-08-25	0	NULO	28	21
1967-08-26	1	NULO	30	21
1967-08-27	22	NULO	30	21
1967-08-28	5	NULO	35	20
1967-08-29	0	NULO	28	21
1967-08-30	0	NULO	31	22
1967-08-31	2	NULO	30	21.5
1967-09-01	0	NULO	31	20.5
1967-09-02	2	NULO	32	22
1967-09-03	1.5	NULO	28.5	23
1967-09-04	6	NULO	27.5	21
1967-09-05	4	NULO	27.5	20.5
1967-09-06	0	NULO	33	20.5
1967-09-07	0	NULO	32	20
1967-09-08	0	NULO	32	20
1967-09-09	0	NULO	32	21
1967-09-10	1	NULO	32	21
1967-09-11	0	NULO	32	20
1967-09-12	0	NULO	33	20
1967-09-13	0	NULO	34	22
1967-09-14	0	NULO	33	21
1967-09-15	3	NULO	33	23
1967-09-16	0	NULO	32	22
1967-09-17	0	NULO	31	22
1967-09-18	0	NULO	32	21
1967-09-19	26	NULO	30	21
1967-09-20	21	NULO	24	21
1967-09-21	122	NULO	24	21
1967-09-22	148	NULO	22.5	21
1967-09-23	12	NULO	26	20
1967-09-24	0	NULO	27	20
1967-09-25	0	NULO	27	19
1967-09-26	0	NULO	24	18
1967-09-27	4	NULO	24	7
1967-09-28	0	NULO	22.5	13
1967-09-29	0	NULO	26	12.5
1967-09-30	0	NULO	NULO	NULO
1967-10-01	0	NULO	27	15
1967-10-02	0	NULO	30	16
1967-10-03	0	NULO	29	19
1967-10-04	0	NULO	28	21
1967-10-05	0	NULO	31	21
1967-10-06	0	NULO	30	22
1967-10-07	4	NULO	24	22
1967-10-08	0	NULO	25	16
1967-10-09	0	NULO	29	14
1967-10-10	0	NULO	29	16
1967-10-11	0	NULO	25	17
1967-10-12	0	NULO	28	18
1967-10-13	0	NULO	30	18
1967-10-14	4	NULO	31	19
1967-10-15	20	NULO	29	20
1967-10-16	0	NULO	23	20
1967-10-17	0	NULO	26	20
1967-10-18	0	NULO	23	12
1967-10-19	0	NULO	23	10
1967-10-20	0	NULO	25	11
1967-10-21	0	NULO	25	13
1967-10-22	0	NULO	27	13
1967-10-23	0	NULO	28	11
1967-10-24	0	NULO	30	16
1967-10-25	0	NULO	25	18
1967-10-26	0	NULO	34	14
1967-10-27	0	NULO	20	17
1967-10-28	0	NULO	29	15
1967-10-29	0	NULO	33	18
1967-10-30	0	NULO	19	12
1967-10-31	0	NULO	22	9
1967-11-01	0	NULO	30	13
1967-11-02	0	NULO	32	10
1967-11-03	0	NULO	16	9
1967-11-04	0	NULO	19	5
1967-11-05	2	NULO	14	5
1967-11-06	7	NULO	18	8
1967-11-07	5	NULO	10	8
1967-11-08	0	NULO	17	8
1967-11-09	0	NULO	16	9
1967-11-10	0	NULO	23	13
1967-11-11	0	NULO	23	14
1967-11-12	0	NULO	22	13
1967-11-13	0	NULO	26	14
1967-11-14	0	NULO	26	14
1967-11-15	0	NULO	25	13
1967-11-16	0	NULO	24	12
1967-11-17	0	NULO	26	13
1967-11-18	0	NULO	25	15
1967-11-19	0	NULO	24	17
1967-11-20	0	NULO	27	16
1967-11-21	0	NULO	30	17
1967-11-22	0	NULO	27	17
1967-11-23	0	NULO	32	16
1967-11-24	0	NULO	32	18
1967-11-25	0	NULO	33	15
1967-11-26	1	NULO	30	18
1967-11-27	2	NULO	20	17
1967-11-28	0	NULO	22	8
1967-11-29	0	NULO	29	9
1967-11-30	0	NULO	NULO	NULO
1967-12-01	0	NULO	20	13
1967-12-02	0	NULO	27	11
1967-12-03	0	NULO	16	8
1967-12-04	0	NULO	18	5
1967-12-05	0	NULO	21	7
1967-12-06	0	NULO	22	11
1967-12-07	0	NULO	21	13
1967-12-08	0	NULO	26	15
1967-12-09	0	NULO	22	9
1967-12-10	0	NULO	23	8
1967-12-11	0	NULO	22	6
1967-12-12	0	NULO	30	7
1967-12-13	0	NULO	22	15
1967-12-14	1	NULO	9.5	8
1967-12-15	0	NULO	7	3
1967-12-16	0	NULO	10	2
1967-12-17	0	NULO	24	3
1967-12-18	0	NULO	24	2
1967-12-19	0	NULO	22	4
1967-12-20	0	NULO	30	8
1967-12-21	0	NULO	20	15
1967-12-22	0	NULO	17	9
1967-12-23	0	NULO	14	2
1967-12-24	0	NULO	17	4
1967-12-25	0	NULO	21	5
1967-12-26	0	NULO	15	4
1967-12-27	0	NULO	21	4
1967-12-28	0	NULO	17	2
1967-12-29	0	NULO	9	3
1967-12-30	0	NULO	12	5
1967-12-31	0	NULO	11	7
1968-01-01	0	NULO	15	9
1968-01-02	1	NULO	18	8
1968-01-03	1	NULO	19	10
1968-01-04	2	NULO	15	11
1968-01-05	1	NULO	9	5
1968-01-06	4	NULO	11	6
1968-01-07	3	NULO	3	2
1968-01-08	8	NULO	8	-1
1968-01-09	0	NULO	13	-0.5
1968-01-10	0	NULO	9	2
1968-01-11	0	NULO	12	3
1968-01-12	0	NULO	13	6
1968-01-13	0	NULO	14.5	1
1968-01-14	0	NULO	21	2
1968-01-15	0	NULO	19	3
1968-01-16	0	NULO	18	5
1968-01-17	0	NULO	21	6
1968-01-18	0	NULO	22	13
1968-01-19	0	NULO	9	5
1968-01-20	0	NULO	13	6
1968-01-21	0	NULO	20	5
1968-01-22	0	NULO	22	6
1968-01-23	0	NULO	19	6
1968-01-24	0	NULO	22	5
1968-01-25	0	NULO	28	7
1968-01-26	0	NULO	21	10
1968-01-27	0	NULO	24	12
1968-01-28	0	NULO	26	15
1968-01-29	0	NULO	24	16
1968-01-30	0	NULO	23	16
1968-01-31	0	NULO	26	14
1968-02-01	0	NULO	23	15
1968-02-02	0	NULO	19	6
1968-02-03	0	NULO	23	5
1968-02-04	0	NULO	22	7
1968-02-05	0	NULO	22	6
1968-02-06	0	NULO	22	5
1968-02-07	0	NULO	17	7
1968-02-08	0	NULO	19	4
1968-02-09	3	NULO	12.5	5
1968-02-10	10	NULO	13	8
1968-02-11	0	NULO	14	9
1968-02-12	1	NULO	21	10
1968-02-13	6	NULO	13	11
1968-02-14	1	NULO	7	3
1968-02-15	0	NULO	16	4
1968-02-16	0	NULO	17	6
1968-02-17	2	NULO	11	6
1968-02-18	6	NULO	18	8
1968-02-19	0	NULO	13	6
1968-02-20	0	NULO	28	6
1968-02-21	0	NULO	29	11
1968-02-22	0	NULO	16	1
1968-02-23	0	NULO	8	2
1968-02-24	0	NULO	22	2
1968-02-25	0	NULO	26	4
1968-02-26	0	NULO	22	10
1968-02-27	0	NULO	23	13
1968-02-28	0	NULO	23	14
1968-02-29	0	NULO	NULO	NULO
1968-03-01	0	NULO	16	6
1968-03-02	0	NULO	27	7
1968-03-03	0	NULO	12	2
1968-03-04	0	1	6	3
1968-03-05	0	NULO	9.5	3
1968-03-06	0	NULO	19	4
1968-03-07	0	NULO	24	8
1968-03-08	0	NULO	22	10
1968-03-09	0	NULO	27	13
1968-03-10	0.2	NULO	32	14
1968-03-11	0	NULO	21	11
1968-03-12	0	NULO	15	4
1968-03-13	0	NULO	21	3
1968-03-14	0	NULO	24	6
1968-03-15	0	NULO	24	8
1968-03-16	0	NULO	22	9
1968-03-17	0	NULO	24	14
1968-03-18	0	NULO	27	16
1968-03-19	0	NULO	28	17
1968-03-20	0	NULO	27	17
1968-03-21	0	NULO	9	5
1968-03-22	0	NULO	21	4
1968-03-23	0	NULO	22	6
1968-03-24	0	NULO	28	10
1968-03-25	0	NULO	29	12
1968-03-26	0	NULO	29	13
1968-03-27	0	NULO	28	15
1968-03-28	0	NULO	29	16
1968-03-29	0	NULO	28	16
1968-03-30	0	NULO	28.5	17
1968-03-31	0	NULO	32.5	18
1968-04-01	0	NULO	18.5	17.5
1968-04-02	0	NULO	25	15
1968-04-03	0	NULO	33	17
1968-04-04	0	NULO	26	16
1968-04-05	0	NULO	24	12
1968-04-06	0	NULO	28	13
1968-04-07	0	NULO	29	16
1968-04-08	0	NULO	28	15
1968-04-09	12	NULO	29	17
1968-04-10	1	NULO	21	14
1968-04-11	0	NULO	22	15
1968-04-12	0	NULO	27	17
1968-04-13	0	NULO	32	17
1968-04-14	0	NULO	33	20
1968-04-15	0	NULO	28	19
1968-04-16	0	NULO	38	21
1968-04-17	10	NULO	36	22.5
1968-04-18	2	NULO	32	20
1968-04-19	0	NULO	35	21
1968-04-20	1	NULO	34	22
1968-04-21	0	NULO	33	20
1968-04-22	0	NULO	37.5	22
1968-04-23	0	NULO	22	17
1968-04-24	0	NULO	24	15
1968-04-25	0	NULO	31	15
1968-04-26	0	NULO	32	16
1968-04-27	0	NULO	36	17
1968-04-28	3	NULO	32	21
1968-04-29	0	NULO	19	13
1968-04-30	0	NULO	NULO	NULO
1968-05-01	0	NULO	33	14
1968-05-02	0	NULO	34	17
1968-05-03	0	NULO	37	18
1968-05-04	0	NULO	30	17
1968-05-05	0	NULO	29	19
1968-05-06	0	NULO	29	16
1968-05-07	0	NULO	33	18
1968-05-08	0	NULO	32	20
1968-05-09	0	NULO	32	21
1968-05-10	0	NULO	34	19
1968-05-11	0	NULO	32	20
1968-05-12	50	NULO	28.5	16
1968-05-13	0	NULO	39	18
1968-05-14	0	NULO	36	21
1968-05-15	0	NULO	39	20
1968-05-16	0	NULO	33	21
1968-05-17	0	NULO	37	23
1968-05-18	0	NULO	30	19
1968-05-19	0	NULO	32	19
1968-05-20	0	NULO	31	16
1968-05-21	0	NULO	33	18
1968-05-22	0	NULO	36	21
1968-05-23	0	NULO	38	22
1968-05-24	0	NULO	32	23
1968-05-25	0	NULO	38	24
1968-05-26	0	NULO	39	23
1968-05-27	0	NULO	39	23
1968-05-28	0	NULO	37	25
1968-05-29	0	NULO	36	19
1968-05-30	0	NULO	34	21
1968-05-31	0	NULO	32	23
1968-06-01	0	NULO	39	18
1968-06-02	12	NULO	31	19
1968-06-03	0	NULO	33	22
1968-06-04	0	NULO	37	21
1968-06-05	0	NULO	38	22
1968-06-06	0	NULO	39	25
1968-06-07	0	NULO	38	23
1968-06-08	0	NULO	36	24
1968-06-09	0	NULO	38	27
1968-06-10	0	NULO	36	23
1968-06-11	0	NULO	37	25
1968-06-12	0	NULO	38	26
1968-06-13	0	NULO	39	26
1968-06-14	1	NULO	39	23
1968-06-15	0	NULO	39	24
1968-06-16	3	NULO	38	25
1968-06-17	2	NULO	33	23
1968-06-18	0	NULO	34	21
1968-06-19	0	NULO	33	21
1968-06-20	0	NULO	32	22
1968-06-21	0	NULO	33	23
1968-06-22	11.5	NULO	36	24
1968-06-23	0	NULO	34	22
1968-06-24	0	NULO	37	21
1968-06-25	0	NULO	39	23
1968-06-26	0	NULO	38	23
1968-06-27	0	NULO	39	21
1968-06-28	0	NULO	37	22
1968-06-29	0	NULO	36	21
1968-06-30	0	NULO	35	22
1968-07-01	0	NULO	36	26
1968-07-02	0	NULO	33	21
1968-07-03	0	NULO	35	22
1968-07-04	0	NULO	32	22
1968-07-05	0.01	NULO	28	23
1968-07-06	20	NULO	28	22
1968-07-07	3.5	NULO	33	22
1968-07-08	0	NULO	37	22
1968-07-09	0	NULO	35	24
1968-07-10	19.5	NULO	31	20
1968-07-11	0	NULO	30	22
1968-07-12	7	NULO	33	22
1968-07-13	0	NULO	34	22
1968-07-14	2.3	NULO	33	24
1968-07-15	3	NULO	33	24
1968-07-16	0	NULO	34	24
1968-07-17	0	NULO	34	24
1968-07-18	0	NULO	36	25
1968-07-19	0	NULO	34	24
1968-07-20	0	NULO	35	23
1968-07-21	0	NULO	31	25
1968-07-22	0	NULO	36	23
1968-07-23	0	NULO	36	21
1968-07-24	0	NULO	33	24
1968-07-25	0	NULO	36	24
1968-07-26	0	NULO	32	23
1968-07-27	0	NULO	31	22
1968-07-28	0	NULO	30	21
1968-07-29	0	NULO	31	25
1968-07-30	0	NULO	32	22
1968-07-31	0	NULO	32	21
1968-08-01	0	NULO	34	22
1968-08-02	3	NULO	33	23
1968-08-03	0	NULO	36	21
1968-08-04	0	NULO	34	22
1968-08-05	0	NULO	34	21
1968-08-06	0	NULO	32	20
1968-08-07	0	NULO	31	21
1968-08-08	0	NULO	38	23
1968-08-09	0	NULO	37	23
1968-08-10	0	NULO	31	26
1968-08-11	0	NULO	30	22
1968-08-12	0	NULO	39	21
1968-08-13	0	NULO	39	26
1968-08-14	0	NULO	39	27
1968-08-15	0	NULO	38	26
1968-08-16	0	NULO	37	27
1968-08-17	0	NULO	34	27
1968-08-18	0	NULO	36	26
1968-08-19	0	NULO	37	22
1968-08-20	0	NULO	37	25
1968-08-21	0	NULO	38	24
1968-08-22	0	NULO	38	25
1968-08-23	0	NULO	38	24
1968-08-24	0	NULO	37	24
1968-08-25	39	NULO	29	22
1968-08-26	0	NULO	29	23
1968-08-27	0	NULO	37	23
1968-08-28	0	NULO	34	21
1968-08-29	0	NULO	33	22
1968-08-30	0	NULO	34	24
1968-08-31	23	NULO	33	22
1968-09-01	23	NULO	25	18.5
1968-09-02	6	NULO	28	21
1968-09-03	0	NULO	33	21
1968-09-04	0	NULO	35	23
1968-09-05	0	NULO	26	21
1968-09-06	0	NULO	32	20
1968-09-07	0	NULO	32	20
1968-09-08	20	NULO	33	21
1968-09-09	21	NULO	29	24
1968-09-10	2	NULO	25	21
1968-09-11	1	NULO	25	20
1968-09-12	2	NULO	28	18
1968-09-13	6	NULO	22	19
1968-09-14	0	NULO	29	18
1968-09-15	0	NULO	35	20
1968-09-16	3	NULO	39	22
1968-09-17	0	NULO	33	22
1968-09-18	0	NULO	31	18
1968-09-19	0	NULO	34	17
1968-09-20	0	NULO	34	18
1968-09-21	0	NULO	32	24
1968-09-22	1	NULO	33	23
1968-09-23	0	NULO	33	23
1968-09-24	10	NULO	33	22
1968-09-25	0	NULO	27	18
1968-09-26	0	NULO	27	19
1968-09-27	0	NULO	38	15
1968-09-28	0	NULO	29	15
1968-09-29	0	NULO	28	18
1968-09-30	6	NULO	NULO	NULO
1968-10-01	0	NULO	30	22
1968-10-02	0	NULO	33	21
1968-10-03	3	NULO	33	23
1968-10-04	0	NULO	30	21
1968-10-05	0	NULO	32	22
1968-10-06	0	NULO	28	20
1968-10-07	0	NULO	37	21
1968-10-08	0	NULO	34	20
1968-10-09	0	NULO	30	23
1968-10-10	0	NULO	23	20
1968-10-11	0	NULO	28	18
1968-10-12	0	NULO	33	21
1968-10-13	0	NULO	33	23
1968-10-14	0	NULO	30	21
1968-10-15	0	NULO	33	22
1968-10-16	0	NULO	24	21
1968-10-17	0	NULO	31	14
1968-10-18	0	NULO	37	16
1968-10-19	0	NULO	30	20
1968-10-20	0	NULO	33	16
1968-10-21	0	NULO	32	21
1968-10-22	0	NULO	30	18
1968-10-23	0	NULO	31	18
1968-10-24	0	NULO	32	19
1968-10-25	0	NULO	31	11
1968-10-26	0	NULO	33	16
1968-10-27	0	NULO	30	18
1968-10-28	0	NULO	32	15
1968-10-29	0	NULO	30	20
1968-10-30	0	NULO	28	21
1968-10-31	0	NULO	32	21
1968-11-01	0	NULO	30	14.5
1968-11-02	0	NULO	32	17
1968-11-03	0	NULO	29	18
1968-11-04	0	NULO	30	19
1968-11-05	0	NULO	30	17
1968-11-06	0	NULO	28	18
1968-11-07	0	NULO	23	20
1968-11-08	3	NULO	31	6
1968-11-09	0	NULO	18	8
1968-11-10	0	NULO	28	6
1968-11-11	0	NULO	28	6
1968-11-12	0	NULO	30	6
1968-11-13	0	NULO	26	9
1968-11-14	0	NULO	27	6
1968-11-15	0	NULO	26	14
1968-11-16	0	NULO	25	16
1968-11-17	0	NULO	31	14
1968-11-18	0	NULO	30	15
1968-11-19	0	NULO	29	8
1968-11-20	0	NULO	27	9
1968-11-21	0	NULO	29	10
1968-11-22	0	NULO	26	12
1968-11-23	0	NULO	28	13
1968-11-24	0	NULO	30	18
1968-11-25	0	NULO	26	9
1968-11-26	0	NULO	26	15
1968-11-27	0	NULO	28.1	8
1968-11-28	0	NULO	24	8
1968-11-29	8	NULO	29	9
1968-11-30	12	NULO	NULO	NULO
1968-12-01	12	NULO	24	6
1968-12-02	0	NULO	28	5
1968-12-03	0	NULO	26	8
1968-12-04	0	NULO	18	9
1968-12-05	0	NULO	24	8
1968-12-06	0	NULO	16	5
1968-12-07	0	NULO	28	7
1968-12-08	0	NULO	27	9
1968-12-09	0	NULO	20	9
1968-12-10	0	NULO	10	8
1968-12-11	0	NULO	20	5
1968-12-12	0	NULO	22	6
1968-12-13	0	NULO	20	5
1968-12-14	0	NULO	21	6
1968-12-15	0	NULO	22	5
1968-12-16	0	NULO	23	9
1968-12-17	0	NULO	21	7
1968-12-18	0	NULO	25	6
1968-12-19	0	NULO	26	9
1968-12-20	0	NULO	28	14
1968-12-21	0	NULO	22	8
1968-12-22	0	NULO	22	5
1968-12-23	0	NULO	28	4
1968-12-24	0	NULO	24	8
1968-12-25	0	NULO	24	9
1968-12-26	0	NULO	29	4
1968-12-27	0	NULO	31	9
1968-12-28	0	NULO	22	6
1968-12-29	0	NULO	23	5
1968-12-30	0	NULO	28	6
1968-12-31	0	NULO	25	8
1969-01-01	0	NULO	14	4
1969-01-02	0	NULO	16	5
1969-01-03	0	NULO	12	5
1969-01-04	0	NULO	14	3
1969-01-05	0	NULO	19	4
1969-01-06	0	NULO	21	5
1969-01-07	0	NULO	17	4
1969-01-08	0	NULO	14	5
1969-01-09	0	NULO	15	4
1969-01-10	0	NULO	20	5
1969-01-11	0	NULO	19	6
1969-01-12	0	NULO	16	8
1969-01-13	0	NULO	19	6
1969-01-14	0	NULO	18	8
1969-01-15	0	NULO	21	9
1969-01-16	0	NULO	26	7
1969-01-17	0	NULO	18	12
1969-01-18	0	NULO	18	8
1969-01-19	0	NULO	27	5
1969-01-20	0	NULO	21	9
1969-01-21	0	NULO	25	13
1969-01-22	0	NULO	28	14
1969-01-23	0	NULO	20	11
1969-01-24	0	NULO	17	9
1969-01-25	0	NULO	18	5
1969-01-26	0	NULO	27	6
1969-01-27	0	NULO	23	7
1969-01-28	0	NULO	22	9
1969-01-29	0	NULO	20	13
1969-01-30	0	NULO	19	4
1969-01-31	0	NULO	22	8
1970-01-01	0	NULO	11	5
1970-01-02	4	NULO	10	3
1970-01-03	6	NULO	9	2
1970-01-04	16	NULO	11	4
1970-01-05	0	NULO	10	3
1970-01-06	0	NULO	9	4
1970-01-07	0	NULO	8	2
1970-01-08	1	NULO	9	3
1970-01-09	0	NULO	12	4
1970-01-10	0	NULO	13	5
1970-01-11	0	NULO	12	9
1970-01-12	0	NULO	16	7
1970-01-13	0	NULO	15	10
1970-01-14	0	NULO	13	10
1970-01-15	0	NULO	16	9
1970-01-16	0	NULO	17	6
1970-01-17	0	NULO	17	13
1970-01-18	0	NULO	16	12
1970-01-19	0	NULO	11	3
1970-01-20	0	NULO	19	5
1970-01-21	0	NULO	19	9
1970-01-22	0	NULO	18	14
1970-01-23	0	NULO	11.5	9
1970-01-24	0	NULO	18	8
1970-01-25	0	NULO	19	8
1970-01-26	0	NULO	15	9
1970-01-27	0	NULO	15.5	7
1970-01-28	0	NULO	18	11
1970-01-29	0	NULO	16	12
1970-01-30	0	NULO	17	8
1970-01-31	0	NULO	17.5	4
1970-02-01	0	NULO	15	12
1970-02-02	0	NULO	18	10
1970-02-03	0	NULO	15	12
1970-02-04	0	NULO	18	7
1970-02-05	0	NULO	16	7.5
1970-02-06	0	NULO	14	8
1970-02-07	7	NULO	13.5	6
1970-02-08	0	NULO	14	9
1970-02-09	0	NULO	13	7
1970-02-10	0	NULO	17	9
1970-02-11	1	NULO	18	7
1970-02-12	0	NULO	14	9
1970-02-13	0	NULO	16	7
1970-02-14	0	NULO	18	8
1970-02-15	0	NULO	14	9
1970-02-16	0	NULO	16	6
1970-02-17	6	NULO	17	10
1970-02-18	0	NULO	13.5	9
1970-02-19	9	NULO	18	7
1970-02-20	0	NULO	19	8
1970-02-21	0	NULO	17	6
1970-02-22	16	NULO	14	11.5
1970-02-23	19	NULO	14	5
1970-02-24	12	NULO	18	8
1970-02-25	0	NULO	16	7
1970-02-26	0	NULO	17	11
1970-02-27	11	NULO	18	10
1970-02-28	0	NULO	17	9
1970-03-01	0	NULO	13.5	11
1970-03-02	0	NULO	16	7
1970-03-03	0	NULO	19	8
1970-03-04	0	NULO	19	10
1970-03-05	0	NULO	21	11
1970-03-06	0	NULO	19	12
1970-03-07	0	NULO	23	10
1970-03-08	0	NULO	21	12
1970-03-09	0	NULO	22	13
1970-03-10	0	NULO	21	11
1970-03-11	0	NULO	20	11
1970-03-12	0	NULO	18	13
1970-03-13	0	NULO	18	10
1970-03-14	0	NULO	21	8
1970-03-15	0	NULO	19	14.5
1970-03-16	0	NULO	19	9
1970-03-17	0	NULO	18.5	11.5
1970-03-18	0	NULO	17.5	12.5
1970-03-19	0	NULO	19.5	13.5
1970-03-20	0	NULO	20	16
1970-03-21	0	NULO	21	12
1970-03-22	0	NULO	21	13
1970-03-23	0.01	NULO	21	12.5
1970-03-24	0	NULO	20	12
1970-03-25	0	NULO	18	11
1970-03-26	0	NULO	19	10
1970-03-27	0	NULO	18	11
1970-03-28	0	NULO	19	12
1970-03-29	0	NULO	21	11
1970-03-30	0	NULO	19	13
1970-03-31	0	NULO	21	11
1970-05-01	0	NULO	23	13
1970-05-02	0	NULO	20	15
1970-05-03	0	NULO	29	9
1970-05-04	0	NULO	31	14
1970-05-05	0	NULO	29	18
1970-05-06	0	NULO	29	18
1970-05-07	0	NULO	33	18
1970-05-08	0	NULO	27	21
1970-05-09	0	NULO	31	19
1970-05-10	0	NULO	31	21
1970-05-11	0	NULO	28	21
1970-05-12	0	NULO	31	19
1970-05-13	18	NULO	28	20
1970-05-14	0	NULO	26	19
1970-05-15	3	NULO	23	17
1970-05-16	0	NULO	28	15
1970-05-17	0	NULO	29	18
1970-05-18	0	NULO	29	16
1970-05-19	0	NULO	28	19
1970-05-20	0	NULO	29	21
1970-05-21	0	NULO	31	19
1970-05-22	0	NULO	28	20
1970-05-23	0	NULO	28	17
1970-05-24	0	NULO	29	19
1970-05-25	0	NULO	31	18
1970-05-26	0	NULO	31	21
1970-05-27	29	NULO	27	23
1970-05-28	0	NULO	31	16
1970-05-29	0	NULO	33	21
1970-05-30	0	NULO	28	24
1970-05-31	0	NULO	26	19
1970-06-01	0	NULO	29	26
1970-06-02	0	NULO	31	21
1970-06-03	0	NULO	30	22
1970-06-04	0	NULO	32	26
1970-06-05	0	NULO	31	28
1970-06-06	0	NULO	32	26
1970-06-07	0	NULO	33	27
1970-06-08	0	NULO	31	28
1970-06-09	0	NULO	34	26
1970-06-10	0	NULO	31	24
1970-06-11	0	NULO	32	27
1970-06-12	0	NULO	33	29
1970-06-13	0	NULO	34	28
1970-06-14	0	NULO	36	28
1970-06-15	0	NULO	38	28
1970-06-16	0	NULO	30	26
1970-06-17	0	NULO	31	26
1970-06-18	0	NULO	36	27
1970-06-19	0	NULO	36	26
1970-06-20	0	NULO	35	27
1970-06-21	0	NULO	31	29
1970-06-22	3	NULO	34	28
1970-06-23	0	NULO	32	23
1970-06-24	0	NULO	30	24
1970-06-25	0	NULO	31	26
1970-06-26	11	NULO	30	23
1970-06-27	7	NULO	34	21
1970-06-28	0	NULO	30	22
1970-06-29	0	NULO	34	24
1970-06-30	0	NULO	NULO	NULO
1970-07-01	0	NULO	29	26
1970-07-02	0	NULO	31	21
