COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 5005 
 NOMBRE    : CANDELA (DGE) 
 ESTADO    : COAHUILA DE ZARAGOZA 
 MUNICIPIO : CANDELA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 26.84138889 ° 
 LONGITUD  : -100.7602778 ° 
 ALTITUD   : 582 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1967-05-10	NULO	NULO	NULO	NULO
2003-01-14	0	1.28	17	5
2003-01-15	0	1.59	19	3
2003-01-16	0	1.82	15	3
2003-01-17	0	1.42	11	0
2003-01-18	0	1.27	15	3
2003-01-19	0	1.93	22	4
2003-01-20	0	2.07	28	3
2003-01-21	0	3.33	30	7
2003-01-22	0	3.07	19	10
2003-01-23	0	2.85	7	5
2003-01-24	0	1.51	8	4
2003-01-25	0	1.67	10	4
2003-01-26	0	0.62	9	4
2003-01-27	0	0.87	16	5
2003-01-28	0	1.58	20	5
2003-01-29	0	2.27	16	8
2003-01-30	0	2.05	18	6
2003-01-31	0	3.22	21	6
2003-02-01	0	1.78	22	9
2003-02-02	0	3.66	23	9
2003-02-03	0	4.02	29	13
2003-02-04	0	6.93	18	10
2003-02-05	0	2.03	17	10
2003-02-06	9	3.99	16	11
2003-02-07	14	1.61	6	5
2003-02-08	1	2.29	7	3
2003-02-09	0	1.08	14	3
2003-02-10	0	0.25	19	6
2003-02-11	0	3.47	22	8
2003-02-12	0	3.79	23	11
2003-02-13	0	2.93	24	14
2003-02-14	16	4.11	25	17
2003-02-15	0	4.76	22	16
2003-02-16	0	4.92	15	10
2003-02-17	0	3.27	22	7
2003-02-18	0	3.99	25	9
2003-02-19	0	3.12	20	13
2003-02-20	1	1.41	13	10
2003-02-21	0	1.27	20	9
2003-02-22	0	3.16	22	8
2003-02-23	0	7.6	31	9
2003-02-24	1	5.68	13	9
2003-02-25	0	0.93	8	2
2003-02-26	0	0.21	11	0
2003-02-27	0	2.24	20	0
2003-02-28	0	1.66	NULO	NULO
2003-03-01	0	4.28	27	3
2003-03-02	1	1.78	16	8
2003-03-03	0	0.3	18	6
2003-03-04	0	0.98	28	9
2003-03-05	0	2.66	23	11
2003-03-06	0	1.83	26	8
2003-03-07	0	2.25	31	11
2003-03-08	0	5.99	29	11
2003-03-09	0	2.97	32	11
2003-03-10	0	5.38	28	11
2003-03-11	0	2.82	30	12
2003-03-12	0	2.65	33	11
2003-03-13	0	2.35	33	11
2003-03-14	0	3.95	33	12
2003-03-15	7	5.55	32	12
2003-03-16	0	1.2	33	10
2003-03-17	0	5.69	37	10
2003-03-18	0	7.18	31	12
2003-03-19	0	8.73	32	12
2003-03-20	0	8.47	33	10
2003-03-21	0	7.23	30	9
2003-03-22	0	6.93	28	1
2003-03-23	0	5.24	34	11
2003-03-24	0	6.83	30	11
2003-03-25	0	3.9	35	11
2003-03-26	0	6.84	31	11
2003-03-27	0	12.37	40	10
2003-03-28	0	4.83	23	11
2003-03-29	0	7.03	19	8
2003-03-30	0	5.4	25	8
2003-03-31	0	6.05	30.2	7
2003-04-01	0	5.97	32	9
2003-04-02	0	6.84	31	10
2003-04-03	0	7.4	36	12
2003-04-04	0	5.65	34	14
2003-04-05	0	5.13	38	15
2003-04-06	0	5.87	32	18
2003-04-07	4	6.23	30	13
2003-04-08	0	2.49	19	9
2003-04-09	0	4.21	26	7
2003-04-10	0	5.29	29	7
2003-04-11	0	4.57	35	11
2003-04-12	0	3.41	37	13
2003-04-13	0	6.91	32	13
2003-04-14	0	5.71	35	13
2003-04-15	0	6.27	36	15
2003-04-16	0	6.07	36	16
2003-04-17	0	6.21	38	17
2003-04-18	0	5.66	37	17
2003-04-19	2	5.85	24	17
2003-04-20	0	5.39	22	12
2003-04-21	0	4.06	32	12
2003-04-22	0	4.31	32	13
2003-04-23	0	4.12	37	16
2003-04-24	0	5.23	40	16
2003-04-25	0	5.66	38	15
2003-04-26	0	6.12	37	15
2003-04-27	0	6.21	33	16
2003-04-28	4	5.8	36	17
2003-04-29	0	2.79	42	15
2003-04-30	0	7.29	NULO	NULO
2003-05-01	0	7.29	41	17
2003-05-02	0	6.92	40	19
2003-05-03	0	7.06	41	18
2003-05-04	0	7.91	39	19
2003-05-05	0	6.92	42	20
2003-05-06	0	7.68	47	20
2003-05-07	0	8.18	42	20
2003-05-08	0	10.89	45	20
2003-05-09	0	10.82	41	22
2003-05-10	0	9.14	40	23
2003-05-11	0	10.75	33	21
2003-05-12	0	8.82	33	18
2003-05-13	0	6.26	39	19
2003-05-14	0	7.38	45	19
2003-05-15	0	10.52	42	20
2003-05-16	0	11.81	41	21
2003-05-17	0	9.29	44	20
2003-05-18	0	8.24	44	21
2003-05-19	0	9.58	45	23
2003-05-20	0	11.36	37	20
2003-05-21	1	9.17	35	19
2003-05-22	0	5.81	36	17
2003-05-23	0	6.61	39	19
2003-05-24	0	8.21	40	21
2003-05-25	0	8.26	41	21
2003-05-26	0	7.43	31	19
2003-05-27	1	4.99	32	15
2003-05-28	26	7.04	28	15
2003-05-29	0	1.83	36	18
2003-05-30	0	6.95	40	16
2003-05-31	0	9.36	41	18
2003-06-01	0	6.76	42	19
2003-06-02	0	8.03	43	21
2003-06-03	0	7.86	42	21
2003-06-04	0	6.61	40	13
2003-06-05	0	9.93	40	19
2003-06-06	2	8.3	41	13
2003-06-07	0	7.39	40	18
2003-06-08	0	9.41	40	20
2003-06-09	0	7.45	39	20
2003-06-10	0	8.73	39	20
2003-06-11	0	6.84	43	21
2003-06-12	0	8.45	44	22
2003-06-13	0	10.03	43	21
2003-06-14	0	8	40	18
2003-06-15	0	7.95	38	23
2003-06-16	17	7.26	37	18
2003-06-17	4	3.55	36	17
2003-06-18	0	4.73	38	17
2003-06-19	0	7.09	40	18
2003-06-20	0	8.11	40	19
2003-06-21	0	9.69	42	20
2003-06-22	0	8.67	42	20
2003-06-23	0	11.41	40	20
2003-06-24	0	10.8	41	21
2003-06-25	0	11.22	42	22
2003-06-26	0	12.53	43	21
2003-06-27	0	10.43	40	21
2003-06-28	3	10.41	38	19
2003-06-29	4	5.03	36	18
2003-06-30	0	2.97	NULO	NULO
2003-07-01	0	5.06	35	19
2003-07-02	2	3.35	36	19
2003-07-03	0	4.71	38	18
2003-07-04	0	3.77	36	19
2003-07-05	0	4.04	37	21
2003-07-06	0	6.72	38	18
2003-07-07	0	7.5	39	19
2003-07-08	0	7.7	36	21
2003-07-09	0	7.82	39	21
2003-07-10	20	7.38	41	22
2003-07-11	0	7.78	41	23
2003-07-12	0	7.72	42	19
2003-07-13	0	8.49	41	22
2003-07-14	0	7.05	40	22
2003-07-15	0	8.42	40	21
2003-07-16	0	7.31	42	21
2003-07-17	0	7.33	40	22
2003-07-18	0	7.95	43	19
2003-07-19	0.01	9.06	41	23
2003-07-20	0	3.05	40	18
2003-07-21	0	3.2	41	22
2003-07-22	0	8.82	43	23
2003-07-23	0	9.06	42	23
2003-07-24	0	7.86	43	24
2003-07-25	0	8.94	40	25
2003-07-26	0	8.99	44	23
2003-07-27	0	9.23	40	25
2003-07-28	0	7.68	38	22
2003-07-29	0	7.24	40	23
2003-07-30	0	7.02	42	22
2003-07-31	0	8.45	44	24
2003-08-01	0	8.32	40	25
2003-08-02	0	7.9	41	23
2003-08-03	0	8.67	39	25
2003-08-04	0	9.12	41	24
2003-08-05	0	NULO	NULO	NULO
2003-08-06	0	9.87	NULO	NULO
2003-08-07	0	9.13	39	25
2003-08-08	0	9.71	40	23
2003-08-09	0	11.28	40	24
2003-08-10	4	3.9	38	25
2003-08-11	0	8.89	41	21
2003-08-12	0	7.11	38	19
2003-08-13	0	7.79	39	23
2003-08-14	0	6.56	35	21
2003-08-15	5	2.32	36	19
2003-08-16	8	2.23	35	18
2003-08-17	0	NULO	NULO	NULO
2003-08-18	0	8.49	NULO	NULO
2003-08-19	0	7.55	36	21
2003-08-20	0	6.35	35	23
2003-08-21	0	8.12	38	22
2003-08-22	0	8.26	38	24
2003-08-23	0	NULO	NULO	NULO
2003-08-24	0	6.67	NULO	NULO
2003-08-25	0	8.12	39	23
2003-08-26	0	7.91	39	23
2003-08-27	0	8.29	39	25
2003-08-28	0	7.89	37	23
2003-08-29	0	9.91	38	23
2003-08-30	NULO	NULO	NULO	NULO
2003-08-31	0	NULO	NULO	NULO
2003-09-01	0	2.93	32	20
2003-09-02	19	4.09	30	19
2003-09-03	0	3.76	37	17
2003-09-04	54	7.78	32	18
2003-09-05	NULO	NULO	NULO	NULO
2003-09-06	0	6.11	NULO	NULO
2003-09-07	0	7.18	36	21
2003-09-08	0	5.48	35	23
2003-09-09	0	7.53	32	24
2003-09-10	0	5.67	30	21
2003-09-11	7	2.13	32	19
2003-09-12	0	NULO	NULO	NULO
2003-09-13	0	5.73	NULO	NULO
2003-09-14	6	2.89	29	22
2003-09-15	0	3.82	31	18
2003-09-16	0	5.08	35	18
2003-09-17	5	2.98	34	18
2003-09-18	5	4.03	30	18
2003-09-19	30	6.46	21	19
2003-09-20	26	2.92	26	18
2003-09-21	34	0.38	20	18
2003-09-22	3	1.32	27	17
2003-09-23	0	1.78	27	17
2003-09-24	0	3.1	30	16.6
2003-09-25	2	3.71	30	17
2003-09-26	3	3.7	32	18
2003-09-27	9	1.56	26	17
2003-09-28	9	4.16	25	17
2003-09-29	0	5.49	30	17
2003-09-30	0	NULO	29	16
2003-10-01	0	5.48	28	17
2003-10-02	0	4.43	28	16
2003-10-03	0	5.37	29	17
2003-10-04	0	2.72	30	17
2003-10-05	0	2.9	31	21
2003-10-06	0	3.88	34	22
2003-10-07	0	3.81	30	22
2003-10-08	0	6.99	30	22
2003-10-09	0	4.45	32	23
2003-10-10	1	2.15	29	23
2003-10-11	37	5.32	30	23
2003-10-12	28	3.57	24	22
2003-10-13	0	0.69	24	19
2003-10-14	1	1.38	24	19
2003-10-15	0	1.81	25	17
2003-10-16	0	4.23	29	16
2003-10-17	0	2.57	30	17
2003-10-18	0	5.05	28	19
2003-10-19	0	3.01	29	18
2003-10-20	0	3.95	17	15
2003-10-21	0	4.21	29	3
2003-10-22	0	4.84	28	17
2003-10-23	0	3.75	32	16
2003-10-24	0	4.35	32	15
2003-10-25	0	6.14	30	16
2003-10-26	5	1.16	15	14
2003-10-27	0	2.48	20	9
2003-10-28	0	4.74	28	11
2003-10-29	0	5.57	33	14
2003-10-30	0	3.18	30	14
2003-10-31	0	NULO	29	17
2003-11-01	0	1.98	30	18
2003-11-02	0	3.53	28	19
2003-11-03	0	2.69	31	20
2003-11-04	0	3.73	31	20
2003-11-05	0	3.81	30	19
2003-11-06	0	1.5	27	19
2003-11-07	3	0.72	NULO	NULO
2003-11-08	2	0.91	15	12
2003-11-09	1	1.12	17	12
2003-11-10	0	2.78	26	14
2003-11-11	0	1.6	30	15
2003-11-12	0	1.93	29	16
2003-11-13	4	1.29	22	18
2003-11-14	1	1.01	21	16
2003-11-15	0	1.7	27	15
2003-11-16	0	1.61	26	17
2003-11-17	4	2.83	28	19
2003-11-18	0	3.13	29	17
2003-11-19	0	4.78	15	9
2003-11-20	0	2.71	27	11
2003-11-21	0	3.69	28	11
2003-11-22	0	3.32	30	14
2003-11-23	0	0.44	19	14
2003-11-24	0	3.19	17	16
2003-11-25	0	1.96	22	7
2003-11-26	0	2.9	23	8
2003-11-27	0	3.34	27	11
2003-11-28	0	3.08	19	6
2003-11-29	0	3.07	21	5
2003-11-30	0	NULO	26	9
2003-12-01	3	2.84	24	9
2003-12-02	0	1.99	24	14
2003-12-03	0	2.03	23	15
2003-12-04	4	0.63	22	12
2003-12-05	5	1.43	16	13
2003-12-06	0	0.36	15	9
2003-12-07	0	1.85	22	7
2003-12-08	0	3.46	30	8
2003-12-09	0	4.02	23	11
2003-12-10	0	2.14	19	6
2003-12-11	0	2.85	20	6
2003-12-12	0	2.73	25	8
2003-12-13	0	NULO	NULO	NULO
2003-12-14	0	3.12	NULO	NULO
2003-12-15	0	2.86	33	8
2003-12-16	0	3.13	16	8
2003-12-17	0	2.97	21	3
2003-12-18	0	3.73	21	3
2003-12-19	0	3.31	20	3
2003-12-20	0	1.75	22	2
2003-12-21	0	2.87	27	7
2003-12-22	0	1.1	27	8
2003-12-23	0	3.44	27	10
2003-12-24	0	NULO	NULO	NULO
2003-12-25	0	3.27	NULO	NULO
2003-12-26	0	3.53	28	8
2003-12-27	0	2.92	27	9
2003-12-28	0	3.45	18	15
2003-12-29	0	2.84	17	4
2003-12-30	0	3.79	22	4
2003-12-31	0	NULO	20	7
2004-01-01	0	1.77	15	8
2004-01-02	0	2.21	28	10
2004-01-03	0	2.98	30	13
2004-01-04	0	3.16	32	14
2004-01-05	0	NULO	NULO	NULO
2004-01-06	0	2.69	NULO	NULO
2004-01-07	2	1.71	6	4
2004-01-08	0	3.39	22	5
2004-01-09	0	3.16	19	6
2004-01-10	0	2.14	20	5
2004-01-11	0	1.94	22	5
2004-01-12	0	1.73	19	9
2004-01-13	0	1.59	23	7
2004-01-14	1	1.63	19	10
2004-01-15	2	0.31	17	16
2004-01-16	8	1.31	22	10
2004-01-17	0	2.19	25	14
2004-01-18	0	2.27	21	15
2004-01-19	0	2.74	25	11
2004-01-20	0	3.09	20	6
2004-01-21	0	1.54	18	3
2004-01-22	2	0.96	13	11
2004-01-23	4	0.63	18	9
2004-01-24	0	2.33	24	11
2004-01-25	0	2.99	22	13
2004-01-26	0	2.68	26	14
2004-01-27	0	2.72	17	4
2004-01-28	0	1.33	14	4
2004-01-29	0	2.43	20	6
2004-01-30	0	2.79	23	10
2004-01-31	0	NULO	24	9
2004-02-01	0	2.64	23	9
2004-02-02	0	2.49	21	11
2004-02-03	0	2.28	16	10
2004-02-04	0	3.25	24	9
2004-02-05	0	2.48	23	9
2004-02-06	0	2.77	17	8
2004-02-07	0	2.51	19	2
2004-02-08	0	1.32	21	6
2004-02-09	0	2.69	20	10
2004-02-10	0	1.09	18	11
2004-02-11	1	1.06	12	11
2004-02-12	2	0.95	9	7
2004-02-13	0	1.6	NULO	NULO
2004-02-14	0	2.81	20	2
2004-02-15	0	1.92	21	5
2004-02-16	0	2.71	26	6
2004-02-17	0	NULO	NULO	NULO
2004-02-18	0	2.73	NULO	NULO
2004-02-19	0	3.21	35	14
2004-02-20	0	3.59	28	13
2004-02-21	0	3.09	25	13
2004-02-22	0	3.27	29	13
2004-02-23	4	1.13	32	16
2004-02-24	3	2.3	23	14
2004-02-25	0	4.65	20	8
2004-02-26	0	2.61	22	6
2004-02-27	0	3.2	24	6
2004-02-28	0	2.27	22	9
2004-02-29	0	NULO	25	15
2004-03-01	0	5.38	27	14
2004-03-02	0	4.23	27	15
2004-03-03	0	3.27	29	14
2004-03-04	0	9.71	36	20
2004-03-05	0	5.06	30	21
2004-03-06	0	5.87	28	11.5
2004-03-07	0	4.66	29	14
2004-03-08	0	4.94	26	15
2004-03-09	0	5.94	28	14
2004-03-10	0	4.85	29	15
2004-03-11	14	0.92	23	16
2004-03-12	6	2.68	18	16
2004-03-13	1	2.59	21	15
2004-03-14	5	1.6	19	16
2004-03-15	0	0.47	22	17
2004-03-16	0	2.67	26	15
2004-03-17	0	6.91	33	16
2004-03-18	0	6.76	31	16
2004-03-19	0	4.89	28	20
2004-03-20	0	6.21	30	20
2004-03-21	0	NULO	NULO	NULO
2004-03-22	0	2.77	NULO	NULO
2004-03-23	0	6.14	30	15
2004-03-24	0	5.92	31	16
2004-03-25	0	6.48	32	17
2004-03-26	0	4.34	29	18
2004-03-27	0	6.27	33	22
2004-03-28	0	3.12	25	19
2004-03-29	20	0.81	22	20
2004-03-30	0	4.12	25	14
2004-03-31	0	NULO	28	13
2004-04-01	0	5.46	30	14
2004-04-02	0	1.76	19	18
2004-04-03	0	6.22	28	19
2004-04-04	8	5.77	29	19
2004-04-05	0	2.63	24	17
2004-04-06	0	4.83	30	17
2004-04-07	0	0.93	32	16
2004-04-08	0	2.23	26	17
2004-04-09	0	3.41	32	19
2004-04-10	4	6.45	32	21
2004-04-11	1	2.34	17	12
2004-04-12	0	4.21	22	10
2004-04-13	0	6.11	24	10
2004-04-14	0	5.82	28	10
2004-04-15	0	6.5	32	11
2004-04-16	0	6.69	32	16
2004-04-17	0	5.78	31	18
2004-04-18	0	6.09	30	19
2004-04-19	0	5.88	30	21
2004-04-20	0	6.79	32	19
2004-04-21	0	7.31	34	19
2004-04-22	0	7.04	32	19
2004-04-23	0	5.9	33	22
2004-04-24	4	2.14	24	22
2004-04-25	3	1.65	29	17
2004-04-26	9	2.68	22	18
2004-04-27	1	2.12	25	18
2004-04-28	0	2.65	29	18
2004-04-29	0	6.88	34	18
2004-04-30	0	NULO	34	17
2004-05-01	0	5.56	25	21
2004-05-02	0	4.69	26	14
2004-05-03	0	6.78	30	12
2004-05-04	0	5.43	33	14
2004-05-05	0	6.08	35	16
2004-05-06	0	6.33	34	19
2004-05-07	0	6.21	32	21
2004-05-08	0	8.05	35	20
2004-05-09	0	NULO	NULO	NULO
2004-05-10	0	6.09	NULO	NULO
2004-05-11	0	7.55	36	22
2004-05-12	0	8.13	38	23
2004-05-13	3	5.16	37	23
2004-05-14	0	5.44	29	21
2004-05-15	0	8.39	30	20
2004-05-16	0	8.81	33	20
2004-05-17	0	7.42	35	21
2004-05-18	0	8.21	36	22
2004-05-19	0	9.99	35	23
2004-05-20	0	7.27	33	23
2004-05-21	0	6.84	32	23
2004-05-22	0	7.79	38	23
2004-05-23	0	9.25	37	24
2004-05-24	0	8.39	38	25
2004-05-25	0	8.17	39	25
2004-05-26	0	9.09	38	25
2004-05-27	0	10.48	40	25
2004-05-28	0	8.7	39	25
2004-05-29	0	10.85	41	25
2004-05-30	0	11.84	41	27
2004-05-31	0	NULO	43	28
2004-06-01	0	12.33	41	27
2004-06-02	0	7.59	40	27
2004-06-03	0	9.99	37	26
2004-06-04	0	10.13	37	25
2004-06-05	0	8.78	37	25
2004-06-06	0	8.28	38	25
2004-06-07	0	4.61	32	26
2004-06-08	42	12.65	36	24
2004-06-09	0	8.09	36	21
2004-06-10	0	10.46	39	23
2004-06-11	0	9.04	39	25
2004-06-12	0	9.32	39	25
2004-06-13	0	9.93	40	24
2004-06-14	0	9.99	40	26
2004-06-15	0	10.08	39	26
2004-06-16	0	11.14	40	26
2004-06-17	0	10.4	37	27
2004-06-18	0	9.47	39	25
2004-06-19	0	10.39	39	24
2004-06-20	0	9.63	39	24
2004-06-21	0	11.6	40	26
2004-06-22	45	9.48	34	26
2004-06-23	1	3.18	38	22
2004-06-24	0	7.31	35	22
2004-06-25	25	8.91	35	22
2004-06-26	0	4.87	31	21
2004-06-27	0	7.51	35	21
2004-06-28	33	7.64	35	23
2004-06-29	9	4.73	35	22
2004-06-30	0	NULO	31	22
2004-07-01	0	8.4	35	22
2004-07-02	0	8.07	36	23
2004-07-03	0	7.51	37	24
2004-07-04	0	10.31	38	23
2004-07-05	0	9.51	37	26
2004-07-06	0	9.59	38	26
2004-07-07	0	NULO	NULO	NULO
2004-07-08	0	8.96	NULO	NULO
2004-07-09	0	NULO	NULO	NULO
2004-07-10	15	5.18	NULO	NULO
2004-07-11	3	12.72	33	22
2004-07-12	0	5.35	32	21
2004-07-13	0	7.34	37	22
2004-07-14	0	9.37	38	24
2004-07-15	0	9.82	39	23
2004-07-16	0	9.32	39	25
2004-07-17	0	10.68	39	25
2004-07-18	0	10.21	41	25
2004-07-19	0	NULO	40	24
2004-07-20	0	9.81	41	22
2004-07-21	0	8.77	38	24
2004-07-22	13	6.22	38	25
2004-07-23	0	NULO	NULO	NULO
2004-07-24	0	9.96	NULO	NULO
2004-07-25	1	6.86	37	24
2004-07-26	0	5.67	35	24
2004-07-27	0	NULO	NULO	NULO
2004-07-28	7	6.66	NULO	NULO
2004-07-29	0	6.04	35	23
2004-07-30	2	3.54	36	25
2004-07-31	0	NULO	36	24
2004-08-01	0	8.32	40	24
2004-08-02	0	8.09	38	25
2004-08-03	0	9.49	39	26
2004-08-04	0	10.55	41	26
2004-08-05	0	10.33	40	25
2004-08-06	0	10.8	39	25
2004-08-07	0	NULO	NULO	NULO
2004-08-08	0	NULO	NULO	NULO
2004-08-09	38	6.77	NULO	NULO
2004-08-10	8	3.77	33	23
2004-08-11	0	6.07	34	23
2004-08-12	0	6.91	34	23
2004-08-13	0	6.82	36	22
2004-08-14	0	8.31	33	23
2004-08-15	0	6.48	31	24
2004-08-16	0	7.53	34	21
2004-08-17	0	6.89	33	21
2004-08-18	0	8.09	38	22
2004-08-19	0	9.61	40	24
2004-08-20	0	7.81	40	25
2004-08-21	0	8.48	36	26
2004-08-22	0	7.72	31	25
2004-08-23	0	8.78	38	25
2004-08-24	0	6.67	40	24
2004-08-25	0	8.22	41	24
2004-08-26	0	10.71	42	25
2004-08-27	0	11.51	41	26
2004-08-28	15	6.56	38	27
2004-08-29	0	NULO	NULO	NULO
2004-09-01	0	NULO	NULO	NULO
2004-09-02	0	NULO	NULO	NULO
2004-09-03	0	NULO	NULO	NULO
2004-09-06	95	NULO	NULO	NULO
2004-09-07	6	3.76	27	20
2004-09-08	0	NULO	NULO	NULO
2004-09-09	0	NULO	NULO	NULO
2004-09-10	0	NULO	NULO	NULO
2004-09-11	0	NULO	NULO	NULO
2004-09-12	0	6.44	NULO	NULO
2004-09-13	0	7.34	35	17
2004-09-14	0	NULO	NULO	NULO
2004-09-15	0	8.89	NULO	NULO
2004-09-16	20	9.83	34	24
2004-09-17	0	7.76	32	23
2004-09-18	0	NULO	NULO	NULO
2004-09-19	0	8.91	NULO	NULO
2004-09-20	0	6.77	30	23
2004-09-21	0	NULO	NULO	NULO
2004-09-22	0	6.66	NULO	NULO
2004-09-23	0	6.84	32	21
2004-09-24	0	6.51	32	21
2004-09-25	0	6.66	33	21
2004-09-26	NULO	NULO	NULO	NULO
2004-09-27	11	5.34	NULO	NULO
2004-09-28	0	6.93	28	19
2004-09-29	0	7.16	31	20
2004-09-30	0	NULO	32	19
2004-10-01	0	NULO	NULO	NULO
2004-10-03	0	6.8	NULO	NULO
2004-10-04	0	8.16	34	23
2004-10-05	0	7.03	29	20
2004-10-06	0	NULO	NULO	NULO
2004-10-07	0	7.13	NULO	NULO
2004-10-08	0	NULO	NULO	NULO
2004-10-09	0	NULO	NULO	NULO
2004-10-10	0	6.51	NULO	NULO
2004-10-11	0	6.27	32	17
2004-10-12	0	6.31	28	17
2004-10-13	0	6.58	30	18
2004-10-14	0	5.76	22	18
2004-10-15	0	6.55	30	14
2004-10-16	0	3.49	35.5	15
2004-10-17	0	8.51	38	11
2004-10-18	0	8.49	38	19
2004-10-19	0	7.84	37	19
2004-10-20	0	8.76	36	20
2004-10-21	0	8.31	36	21
2004-10-22	0	8.09	35	21
2004-10-23	0	NULO	NULO	NULO
2004-10-24	0	NULO	NULO	NULO
2004-10-25	0	NULO	NULO	NULO
2004-10-26	0	7.48	NULO	NULO
2004-10-27	0	6.92	33	21
2004-10-28	0	NULO	NULO	NULO
2004-10-29	0	NULO	NULO	NULO
2004-10-30	0	9.03	NULO	NULO
2004-10-31	0	NULO	34	23
2004-11-01	0	6.86	33	19
2004-11-02	0	6.29	22	14
2004-11-03	0	6.81	22	16
2004-11-04	0	6.13	26	6
2004-11-05	0	6.67	27	9
2004-11-06	0	NULO	NULO	NULO
2004-11-07	0	7.8	NULO	NULO
2004-11-08	0	NULO	NULO	NULO
2004-11-09	0	6.55	NULO	NULO
2004-11-10	0	6.34	29	17
2004-11-11	0	NULO	NULO	NULO
2004-11-12	0	5.66	NULO	NULO
2004-11-13	0.01	4.83	15	10
2004-11-14	3	5.39	14	10
2004-11-15	1	3.11	16	11
2004-11-16	13	3.96	22	13
2004-11-17	0	5.95	23	15
2004-11-18	0	6.75	25	15
2004-11-19	0	NULO	NULO	NULO
2004-11-20	0	NULO	NULO	NULO
2004-11-21	0	NULO	NULO	NULO
2004-11-22	0	6.8	NULO	NULO
2004-11-23	0	6.87	30	16
2004-11-24	NULO	NULO	NULO	NULO
2004-11-25	7.65	7.65	NULO	NULO
2004-11-26	0	6.78	27	13
2004-11-27	0	6.43	25.5	11
2004-11-28	0	6.57	28	10
2004-11-29	0	5.23	29	11
2004-11-30	0	NULO	12	11
2004-12-01	0	6.73	18	6
2004-12-02	0	9.46	18	6
2004-12-03	0	5.88	17	9
2004-12-04	0	5.89	18	12
2004-12-05	0	6.87	26	12
2004-12-06	0	6.25	27	14
2004-12-07	0	6.45	24	15
2004-12-08	0	6.55	24	11
2004-12-09	0	6.55	32	13
2004-12-10	0	5.34	24	12
2004-12-11	0	7.08	28	11
2004-12-12	0	6.51	33	9
2004-12-13	0	5.76	19	14
2004-12-14	0	5.74	14	9
2004-12-15	0	6.54	18	-4
2004-12-16	0	5.85	19	3
2004-12-17	0	5.51	16	5
2004-12-18	0	5.11	20	7
2004-12-19	0	5.48	20	8
2004-12-20	0	6.51	25	8
2004-12-21	0	5.77	32	12
2004-12-22	0	5.8	21	10
2004-12-23	0	5.26	6	4
2004-12-24	0	6.09	6	2
2004-12-25	0	5.21	18	1
2004-12-26	0	5.26	22	4
2004-12-27	0	5.69	21	4
2004-12-28	0	5.94	24	5
2004-12-29	0	6.01	25	7
2004-12-30	0	6.08	23	11
2004-12-31	0	NULO	24	12
2005-01-01	0	NULO	NULO	NULO
2005-01-02	0	NULO	NULO	NULO
2005-01-03	0	5.18	NULO	NULO
2005-01-04	0	6.77	31	14
2005-01-05	0	6.22	28	19
2005-01-06	0	5.78	16	14
2005-01-07	0	6.28	21	7
2005-01-08	0	6.52	23	7
2005-01-09	0	5.41	27	8
2005-01-10	0	5.92	22	9
2005-01-11	0	6.18	29	14
2005-01-12	0	6.78	30	14
2005-01-13	0	6.92	21	11
2005-01-14	0	6.32	20	5
2005-01-15	0	5.55	16	4
2005-01-16	0	3.6	7	6
2005-01-17	0	5.11	20	0
2005-01-18	0	4.58	12	10
2005-01-19	0	5.33	19	9
2005-01-20	0	5.58	26	10
2005-01-21	0	5.62	21	11
2005-01-22	0	6.16	26	12
2005-01-23	0	4.47	12	10
2005-01-24	0	5.63	22	8
2005-01-25	0	5.67	21	8
2005-01-26	11	5.22	29	12
2005-01-27	2	1.08	18	11
2005-01-28	0	3.52	21	12
2005-01-29	0	4.51	17	13
2005-01-30	2	1.76	15	13
2005-01-31	3	NULO	11	10
2005-02-01	0	3.26	8	6
2005-02-02	0	3.62	11	6
2005-02-03	0	4.32	10	7
2005-02-04	0	3.19	11	7
2005-02-05	0	4.34	12	7
2005-02-06	0	3.49	21	9
2005-02-07	0	4.43	23	10
2005-02-08	0	4.09	19	13
2005-02-09	5	1.68	17	15
2005-02-10	0	3.61	10	9
2005-02-11	0	3.52	14	9
2005-02-12	0	5.16	18	9
2005-02-13	0	5.75	30	12
2005-02-14	0	5.25	32	11
2005-02-15	0	6.08	33	13
2005-02-16	2	3.64	19	16
2005-02-17	3	1.16	16	14
2005-02-18	1	1.87	14	10
2005-02-19	0	3.29	16	10.5
2005-02-20	0	3.42	21	11
2005-02-21	0	5.57	29	13
2005-02-22	0	5.32	22	14
2005-02-23	0	5.43	31	16
2005-02-24	3	2.09	19	16
2005-02-25	7	0.88	13	10
2005-02-26	NULO	NULO	NULO	NULO
2005-02-27	0	5.67	NULO	NULO
2005-02-28	0	NULO	23	11
2005-03-01	0	5.59	27	12
2005-03-02	0	5.41	20	13
