COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 19084 
 NOMBRE    : E.T.A. 044 SABINAS HIDALGO 
 ESTADO    : NUEVO LEÓN 
 MUNICIPIO : SABINAS HIDALGO 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 26.5 ° 
 LONGITUD  : -100.0833333 ° 
 ALTITUD   : 267 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1974-01-01	0	NULO	9	3
1974-01-02	0	NULO	10	2
1974-01-03	0	NULO	10	4
1974-01-04	0	NULO	12	4
1974-01-05	0	NULO	15	-1
1974-01-06	0	NULO	24	0
1974-01-07	0	NULO	22	2
1974-01-08	0	NULO	27.5	12.5
1974-01-09	0	NULO	32.8	12.8
1974-01-10	0	NULO	24	14
1974-01-11	2	NULO	22	12
1974-01-12	0	NULO	20.4	10.4
1974-01-13	0	NULO	21	12.6
1974-01-14	0	NULO	19	6.9
1974-01-15	0	NULO	27	4
1974-01-16	3.2	NULO	25.9	5.8
1974-01-17	0	NULO	32	5.8
1974-01-18	0	NULO	31.9	9
1974-01-19	0	NULO	30.6	9.8
1974-01-20	0	NULO	30	10.2
1974-01-21	0	NULO	29	7
1974-01-22	0	NULO	27	7
1974-01-23	0	NULO	11	7
1974-01-24	0	NULO	8	6
1974-01-25	3.8	NULO	14.5	6
1974-01-26	0	NULO	25.5	3
1974-01-27	0	NULO	26	7
1974-01-28	0	NULO	23.5	8.6
1974-01-29	0	NULO	25	4.5
1974-01-30	0	NULO	26.8	6
1974-01-31	0	NULO	24	3.9
1974-02-01	0	NULO	24	9
1974-02-02	0	NULO	34.5	9
1974-02-03	0	NULO	22.7	14.5
1974-02-04	0	NULO	28.3	5.5
1974-02-05	0	NULO	28	4.8
1974-02-06	0	NULO	31	7
1974-02-07	0	NULO	26	6
1974-02-08	0	NULO	12	4
1974-02-09	0	NULO	25	-3
1974-02-10	0	NULO	24	0
1974-02-11	0	NULO	26	1
1974-02-12	0	NULO	31	3
1974-02-13	0	NULO	32	7.9
1974-02-14	0	NULO	31	5.9
1974-02-15	0	NULO	20.9	15
1974-02-16	0	NULO	18	4
1974-02-17	0	NULO	36	5.3
1974-02-18	0	NULO	35	5.9
1974-02-19	0	NULO	30	3.9
1974-02-20	0	NULO	34	7.8
1974-02-21	0	NULO	20	9
1974-02-22	0	NULO	17	3.9
