TR (AÑOS),2,5,10,20,50,100,500,1000,10000
5,12.7830614,16.87197427,19.96511746,23.05826064,27.14717352,30.24031671,37.42237277,40.51551595,50.7907152
10,19.13461467,25.25519642,29.88523778,34.51527914,40.63586089,45.26590225,56.01652536,60.64656672,76.02723119
15,23.39344954,30.87630315,36.53686339,42.19742363,49.68027724,55.34083747,68.48425132,74.14481155,92.94878563
20,26.68792701,35.22458384,41.68231544,48.14004704,56.67670388,63.13443548,78.12882392,84.58655552,106.0386756
25,29.41158074,38.81945163,45.93623123,53.05301082,62.46088172,69.57766131,86.1023118,93.2190914,116.8605215
30,31.75256375,41.90924396,49.59247595,57.27570793,67.43238815,75.11562013,92.95553233,100.6387643,126.1619085
35,33.81680746,44.63377651,52.81649771,60.99921891,71.81618796,79.99890917,98.99859942,107.1813206,134.3637321
40,35.67037978,47.0802503,55.71148414,64.34271798,75.75258849,84.38382234,104.4249267,113.0561605,141.7284987
45,37.35750565,49.30703646,58.34650756,67.38597866,79.33550946,88.37498056,109.3639825,118.4034536,148.4319266
50,38.90936818,51.35529265,60.77027106,70.18524946,82.63117393,92.04615234,113.9070552,123.3220336,154.5979149
55,40.34884985,53.25522076,63.01851345,72.78180614,85.68817705,95.45146975,118.1211334,127.884426,160.3173823
60,41.69328183,55.02969568,65.11830329,75.20691091,88.54332475,98.63193237,122.0569538,132.1455614,165.6591905
65,42.95613274,56.69649422,67.09067642,77.48485862,91.2252201,101.6194023,125.753946,136.1481282,170.6768541
70,44.14809514,58.26972916,68.95233291,79.63493666,93.75657068,104.4391744,129.2434122,139.926016,175.4128575
75,45.27781172,59.76080775,70.71677131,81.67273486,96.15573089,107.1116944,132.550654,143.5066176,179.9015407
80,46.35237654,61.1790932,72.39507137,83.61104954,98.4377662,109.6537444,135.6964392,146.9124174,184.1710904
85,47.37769034,62.53237372,73.99644914,85.46052457,100.615208,112.0792834,138.6980422,150.1621176,188.2449518
90,48.35871863,63.82720315,75.52865997,87.23011679,102.6986013,114.4000581,141.5699995,153.2714563,192.1428545
95,49.29968285,65.06915323,76.99829706,88.92744089,104.6969113,116.6260551,144.3246693,156.2538132,195.8815712
