,TR (AÑOS),2,5,10,20,50,100,500,1000,10000
49,250,35.898251158523266,47.38101079726274,56.06738313714246,69.3785702539831,87.45770227339116,101.1340376877985,132.8895051216139,146.56584053602123,191.997643384244
50,255,36.13049052747383,47.687536482851286,56.43010425191153,69.78586807123826,87.97113648092385,101.72776097511397,133.66965387898966,147.4262783731798,193.12479577124563
51,260,36.35933930475146,47.98958702952693,56.787529799452294,70.18706342127251,88.47687799949817,102.31258861716536,134.4381138130582,148.2738244307254,194.23506024428545
52,265,36.584910791851065,48.28731198048972,57.13983673875638,70.58236809577419,88.97519381089761,102.88882934543143,135.1952905950887,149.10892612962252,195.32902291381362
53,270,36.80731245189781,48.58085317305285,57.48719291020643,70.97198256597532,89.46633662648914,103.45677538941568,135.94156821285608,149.93200697578263,196.40723856214956
54,275,37.02664631236306,48.87034527017531,57.82975766455476,71.35609679015317,89.95054590514881,104.01670365375163,136.67731051735012,150.74346826595294,197.47023287815423
55,280,37.24300933322896,49.155916246391,58.16768243793798,71.73489094972052,90.42804878116749,104.56887679121121,137.40286263270193,151.54369064274567,198.5185044942801
56,285,37.456493744126256,49.4376878327868,58.50111127843301,72.10853612139111,90.89906091157357,105.11354418252905,138.11855224366698,152.33303551462245,199.5525268467159
57,290,37.66718735355564,49.71577592513437,58.83018132901178,72.47719489200347,91.36378725117176,105.65094283263898,138.82469077327448,153.11184635474172,200.57274987684443
58,295,37.8751738329431,49.990290958806206,59.15502327119072,72.84102192180657,91.8224227626135,106.18129819178296,139.52157446175934,153.8804498909288,201.57960159007462
59,300,38.08053297796667,50.261338253692834,59.475761733181756,73.20016446133464,92.27515306796239,106.70482490896603,140.20948535659744,154.63915719760107,202.5734894862361
60,305,38.28334094931992,50.529018331979266,59.79251566592674,73.55476282641081,92.72215504747757,107.22172752437538,140.88869222233996,155.3882646992378,203.55480187410018
61,310,38.48367049483881,50.79342721132345,60.10539869002443,73.90495083530817,93.16359739069304,107.73220110663557,141.559451377963,156.12805509390552,204.52390908117547
62,315,38.68159115471052,51.0546566757052,60.41451941623419,74.25085621164997,93.59964110430835,108.2364318401214,142.22200746859286,156.8587982044059,205.48116456869045
63,320,38.877169451299146,51.31279452597136,60.71998174195365,74.59260095623999,94.03043998091296,108.73459756697982,142.87659417771968,157.58075176378654,206.4269059605933
64,325,39.070469064962964,51.56792481189164,61.02188512581746,74.93030169067141,94.45614103213508,109.22686828801308,143.52343488535476,158.29416214123276,207.36145599445246
65,330,39.26155099709516,51.820128047351155,61.32032484234104,75.26406997526153,94.8768848894259,109.71340662613618,144.16274327701083,158.9992650137211,208.28512340130604
66,335,39.450473721495364,52.06948141014105,61.615392218338926,75.59401260359422,95.29280617535588,110.19436825573523,144.79472390787626,159.6962859882556,209.198203720776
67,340,39.63729332506773,52.316058927661736,61.907174852673016,75.92023187571789,95.7040338480045,110.66990230091179,145.41957272610568,160.385441179013,210.10098005711419
68,345,39.82206363874358,52.55993164972358,62.195756820732875,76.24282585184038,96.11069152076463,111.14015170529693,146.0374775587535,161.0669377432858,210.99372378127467
69,350,40.004836359438784,52.80116780951485,62.481218864913906,76.56188858817785,96.51289775965054,111.60525357585145,146.64861856352508,161.74097437972597,211.87669518360053
70,355,40.18566116377851,53.03983297370348,62.76363857223737,76.87751035645304,96.91076635999444,112.0653395028312,147.25316864920939,162.40774179204612,212.75014408126106
71,360,40.364585814252685,53.27599018254847,63.04309054014843,77.18977784839298,97.30440660423359,112.520535857886,147.85129386737904,163.06742312103145,213.61431038417692
72,365,40.541656258403556,53.50970008081455,63.31964653143142,77.49877436644765,97.69392350232776,112.97096407207287,148.44315377769811,163.72019434744323,214.4694246228136
73,370,40.71691672159168,53.741021040211145,63.593375619095575,77.80458000183603,98.0794180162016,113.41674089539583,149.02890178895566,164.36622466814987,215.3157084409039
74,375,40.89040979383644,53.97000927401059,63.864344322006254,78.10727180092319,98.46098726947751,113.8579786393361,149.60868547774902,165.00567684760762,216.15337505587914
75,380,41.06217651118371,54.1967189444428,64.13261673196827,78.40692392084077,98.83872474364863,114.29478540370198,150.1826468865632,165.63870754661656,216.98262968953117
76,385,41.232256432012235,54.42120226340974,64.3982546329044,78.70360777517939,99.21272046173681,114.72726528900664,150.7509228028339,166.26546763010376,217.80366997120083
77,390,41.40068770865531,54.64350958701672,64.66131761271708,78.99739217050946,99.58306116038892,115.15551859547618,151.31364502044295,166.8861024555302,218.6166863155842
78,395,41.567507154681174,54.863689504373724,64.92186316836978,79.28834343441854,99.9498304512791,115.57964200969145,151.8709405849644,167.50075214337676,219.42186227706208
79,400,41.73275030814683,55.08178892108224,65.17994680467943,79.57652553569471,100.31310897261017,115.9997287797808,152.42293202386693,168.10955183103758,220.21937488229432
80,405,41.896451491113446,55.297853137787804,65.43562212727,79.86200019723098,100.67297453143959,116.41586888000236,152.9697375627738,168.71263191133653,221.0093949426707
81,410,42.05864386568721,55.51192592414662,65.6889409300995,80.14482700217687,101.02950223749264,116.82814916548251,153.5114713287882,169.31011825677808,221.79208734807366
82,415,42.219359486828544,55.724049588526796,65.93995327793962,80.42506349381972,101.38276462907143,117.23665351781425,154.0482435418088,169.9021324305516,222.56761134328897
83,420,42.37862935215245,55.934265043738435,66.1887075841559,80.70276526963771,101.73283179161703,117.64146298215938,154.58016069468104,170.48879188522338,223.3361207882874
84,425,42.53648344892485,56.14261186906253,66.43525068410868,80.97798606993125,102.07977146943685,118.04265589644768,155.10732572296416,171.070210149975,224.0977644035023
85,430,42.69295079844423,56.34912836882903,66.67962790447011,81.25077786140577,102.42364917106812,118.44030801321674,155.6298381650277,171.64649700717635,224.85268600113594
86,435,42.84805949798225,56.55385162777294,66.92188312872878,81.5211909160498,102.76452826871049,118.83449261459329,156.1477943131368,172.2177586590196,225.60102470344594
87,440,43.001836760444114,56.7568175633809,67.16205885913294,81.7892738856247,103.10247009212681,119.2252806208781,156.66128735613154,172.7840978848828,226.34291514888753
88,445,43.15430895189726,56.95806097542406,67.40019627530434,82.05507387205792,103.43753401737995,119.61274069315901,157.17040751426012,173.34561419003924,227.07848768691943
89,450,43.30550162710518,57.1576155928582,67.63633528973652,82.31863649400923,103.76977755074515,119.99693933034537,157.67524216668153,173.90240394628174,227.8078685622181
90,455,43.45543956319362,57.355514118258625,67.87051460037591,82.58000594985836,104.09925640811178,120.37794096098605,158.17587597211374,174.454560524988,228.53118008898997
91,460,43.60414679156647,57.55178826994504,68.10277174046959,82.83922507734474,104.42602459016392,120.75580803020688,158.67239098306905,175.002174423112,229.2485408160171
92,465,43.75164662818047,57.746468821940205,68.33314312584945,83.09633541007138,104.75013445360881,121.13060108207735,159.1648667540833,175.54533338255186,229.96006568302636
93,470,43.89796170227965,57.93958564189565,68.5616640998109,83.35137723107107,105.07163677870138,121.5023788376944,159.65338044431778,176.0841225033108,230.66586616892715
94,475,44.043113983683526,58.13116772710848,68.78836897573265,83.60438962361674,105.39058083329535,121.87119826924972,160.1380069148827,176.61862435083705,231.36605043242443
95,480,44.18712480871605,58.321243238744344,69.01329107757375,83.8554105194462,105.70701443363454,122.23711467032723,160.6188188212083,177.14891905790103,232.0607234454748
96,485,44.33001490485665,58.50983953437341,69.23646277837443,84.10447674455867,106.02098400208344,122.60018172266156,161.09588670076445,177.67508442134258,232.7499871200236
97,490,44.47180441418854,58.696983198919256,69.45791553687884,84.35162406272929,106.33253462198095,122.96045155956945,161.5692790564096,178.1971959939981,233.43394042842678
98,495,44.61251291571497,58.88270007411327,69.67767993238931,84.59688721687759,106.64171008978909,123.31797482625333,162.03906243562912,178.71532717209337,234.1126795179334
99,500,44.75215944660856,59.06701528654105,69.89578569795455,84.84029996841731,106.94855296469666,123.672800737162,162.5053015059067,179.22954927837205,234.7862978195821
100,505,44.890762522455006,59.24995327436152,70.11226175198718,85.08189513470471,107.25310461582615,124.02497713057933,162.968059126454,179.7399316412072,235.45488615183504
101,510,45.02834015654831,59.43153781277403,70.32713622839964,85.32170462469581,107.55540526718285,124.37455052060261,163.42739641650942,180.24654166992917,236.11853281925576
102,515,45.16490987829061,59.611792038303754,70.54043650534199,85.55975947291529,107.8554940404755,124.7215661466591,163.88337282040294,180.74944492658656,236.777323706514
103,520,45.30048875074654,59.790738471971174,70.75218923261887,85.79608987183244,108.15340899592907,125.06606802070122,164.33604616957,181.24870519434216,237.43134236798315
104,525,45.43509338739856,59.96839904140693,70.96242035785887,86.03072520273408,108.44918717120267,125.4080989722101,164.78547274168616,181.74438454269358,238.08067011317706
105,530,45.56873996814715,60.14479510196997,71.17115515150414,86.2636940651776,108.7428646185177,125.74770069112985,165.2317073170821,182.23654338969428,238.7253860882587
106,535,45.70144425459634,60.31994745692249,71.37841823068402,86.4950243051028,109.03447644009525,126.08491376884645,165.67480323259008,182.72524056134128,239.36556735383613
107,540,45.83322160466314,60.493876376712414,71.58423358203264,86.72474304167537,109.32405682199466,126.41977773731787,166.1148124329604,183.21053334828363,240.0012889592494
108,545,45.96408698654645,60.666601617410635,71.78862458350619,86.95287669293083,109.61163906643989,126.75233110645567,166.55178551998054,183.6924775599963,240.63262401353697
109,550,46.09405499208943,60.838142438347504,71.99161402525283,87.17945100028321,109.89725562271484,127.08261139985139,166.9857717994196,184.17112757655616,241.25964375326092
110,555,46.22313984956681,61.00851761899044,72.19322412958431,87.40449105195835,110.18093811670316,127.41065518893585,167.41681932591337,184.64653639814603,241.88241760735625
111,560,46.35135543592664,61.17774547510148,72.39347657009584,87.62802130540905,110.4627173791443,127.73649812565374,167.84497494589846,185.11875569240792,242.50101325916205
112,565,46.47871528851475,61.34584387421199,72.59239248997768,87.8500656087643,110.74262347267224,128.06017497373065,168.27028433869702,185.58783583975543,243.11549670578017
113,570,46.605232616307866,61.51283025044896,72.78999251955962,88.0706472213633,111.02068571770042,128.38171963860563,168.69279205584797,186.0538259767532,243.72593231490075
114,575,46.73092031068021,61.67872161874547,72.98629679312658,88.28978883342049,111.29693271721116,128.70116519609726,169.11254155877407,186.51677403766018,244.33238287922308
115,580,46.85579095572689,61.84353458846623,73.1813249650422,88.50751258486613,111.5713923805059,129.0185439198678,169.52957525486946,186.97672679423135,244.93490966859488
116,585,46.9798568381658,62.00728537647681,73.37509622521398,88.72384008340353,111.84409194596783,129.33388730774527,169.94393453208707,187.43372989386452,245.53357247998375
117,590,47.10312995683882,62.16998981968398,73.56762931393268,88.93879242182234,112.11505800288685,129.6472261069616,170.3556597921009,187.88782789617565,246.12842968538968
118,595,47.22562203183185,62.33166338707295,73.75894253611642,89.15239019460435,112.38431651239264,129.9585903383588,170.76479048211326,188.3390643080794,246.71953827779998
119,600,47.347344513231725,62.4923211912654,73.94905377498746,89.36465351385696,112.65189282754002,130.26800931961543,171.1713651253739,188.7874816174493,247.30695391528315
120,605,47.46830858953784,62.65197799962165,74.13798050520995,89.57560202460613,112.91781171258735,130.57551168753957,171.57542135047305,189.23312132542526,247.89073096331094
121,610,47.588525195744296,62.81064824490812,74.32573980551291,89.7852549194809,113.18209736150733,130.88112541947442,171.9769959194679,189.67602397743502,248.4709225353956
122,615,47.70800502110848,62.96834603555081,74.51234837082353,89.9936309528175,113.44477341576653,131.18487785385793,172.37612475489837,190.11622919298978,249.04758053212166
123,620,47.82675851662062,63.12508516549412,74.69782252393344,90.20074845421088,113.70586298140847,131.48679570997749,172.77284296574408,190.5537756943131,249.62075567864872
124,625,47.94479590218781,63.280879123682865,74.88217822671902,90.40662534154016,113.96538864547306,131.7869051069567,173.1671848723733,190.988701333857,250.19049756075722
125,630,48.06212717354608,63.435741103185244,75.0654310909369,90.61127913349172,114.2233724917832,132.08523158201106,173.55918403053045,191.4210431207583,250.75685465950556
126,635,48.17876210891251,63.589684009972856,75.2475963886136,90.8147269616038,114.47983611612793,132.38180010800494,173.9488732544061,191.8508372462831,251.31987438456127
127,640,48.294710275389384,63.74272047137327,75.42868906204777,91.01698558185407,114.73480064086979,132.67663511034343,174.3362846388328,192.2781191083064,251.87960310626946
128,645,48.40998103513126,63.89486284420977,75.60872373344212,91.21807138581167,114.98828672900261,132.96976048322847,174.72144958064527,192.70292333487114,252.43608618651382
129,650,48.52458355128568,64.04612322264235,75.787714714182,91.41800041137256,115.24031459768456,133.26119960530806,175.1043987992436,193.12528380686712,252.98936800842617
130,655,48.63852679371742,64.19651344572294,75.9656760137756,91.61678835309739,115.49090403126998,133.550975354746,175.48516235639462,193.54523367987065,253.5394920049953
131,660,48.75181954452576,64.3460451046775,76.14262134847122,91.81445057216975,115.74007439386239,133.83911012373787,175.863769675306,193.96280540518148,254.0865006866251
132,665,48.86447040336379,64.49472954992682,76.31856414956503,92.0110021059907,115.98784464140945,134.12562583249738,176.2402495590041,194.37803075009205,254.6304356676867
133,670,48.97648779256818,64.64257789785711,76.49351757141311,92.20645767742667,116.23423333336063,134.41054394273706,176.6146302080475,194.7909408174239,255.17133769211077
134,675,49.08787996210778,64.78960103735156,76.66749449916023,92.40083170372466,116.47925864390561,134.693885470664,176.98693923760337,195.20156606436174,255.7092466580595
135,680,49.198654994358414,64.9358096360924,76.84050755619744,92.59413830511015,116.72293837281273,134.97567099951323,177.3572036939163,195.60993632061678,256.24420164172034
136,685,49.30882080871145,65.08121414664365,77.01256911135987,92.78639131308037,116.96528995588326,135.2559206916368,177.7254500701932,196.01608080594673,256.7762409202567
137,690,49.41838516602302,65.22582481232344,77.18369128587571,92.97760427840655,117.2063304750391,135.53465430016894,178.09170432193133,196.42002814706117,257.3054019939534
138,695,49.5273556729104,65.36965167287478,77.35388596007651,93.16779047885717,117.44607666805844,135.8118911802842,178.45599188171124,196.821806393937,257.8317216075898
139,700,49.63573978590217,65.51270456994315,77.52316477987902,93.35696292665378,117.68454493797461,136.08765030006595,178.81833767347817,197.22144303556948,258.35523577107307
140,705,49.743544815447656,65.65499315236846,77.69153916304734,93.54513437567086,117.921751362152,136.3619502510017,179.1787661263326,197.61896501518228,258.87597977936286
141,710,49.850777929791946,65.79652688129956,77.85902030524507,93.73231732838981,118.15771170105232,136.63480925812007,179.53730118785035,198.01439874491808,259.3939882317161
142,715,49.95744615872141,65.93731503513786,78.0256191858852,93.91852404261783,118.39244140670414,136.9062451897848,179.89396633695182,198.4077701200325,259.9092950502802
143,720,50.0635563971852,66.0773667143172,78.1913465737864,94.10376653798038,118.62595563088732,137.1762755671592,180.248784596338,198.79910453260987,260.4219334980606
144,725,50.16911540879765,66.2166908459266,78.35621303264307,94.28805660219713,118.85826923304442,137.4449175733544,180.60177854451163,199.1884268848216,260.9319361962888
145,730,50.27412982922612,66.3552961881818,78.52022892631678,94.47140579714981,119.08939678792967,137.71218806227466,180.9529703273995,199.57576160174446,261.4393351412143
146,735,50.37860616946902,66.49319133475169,78.68340442395586,94.65382546475011,119.31935259300599,137.97810356717113,181.3023816695922,199.96113264375734,261.9441617203436
147,740,50.48255081902809,66.63038471894546,78.84574950495016,94.83532673261584,119.54815067560025,138.242680308916,181.65003388521617,200.3445635185319,262.4464467281478
148,745,50.58597004897916,66.76688461776554,79.00727396372699,95.01592051956257,119.77580479982612,138.50593420400767,181.99594788845283,200.7260772926344,262.9462203812611
149,750,50.68887001494525,66.90269915583168,79.16798741439463,95.19561754091832,120.0023284732834,138.76788087231822,182.3401442037181,201.10569660275291,263.44351233318764
150,755,50.79125675997575,67.03783630918115,79.32789929523919,95.37442831366779,120.22773495354306,139.02853564459195,182.68264297551607,201.483443666565,263.93835168853803
151,760,50.89313621733529,67.1723039089496,79.48701887308039,95.55236316143298,120.45203725442559,139.28791356970598,183.023463977979,201.85934029325938,264.4307670168128
152,765,50.994514213205576,67.30610964493722,79.64535524749135,95.72943221929631,120.67524815208101,139.54602942170084,183.3626266241054,202.23340789372523,264.9207863657496
153,770,51.09539646930368,67.4392610690645,79.80291735488801,95.90564543847225,120.89738019087783,139.80289770659036,183.70014997470852,202.60566749042107,265.40843727425175
154,775,51.19578860541965,67.57176559872157,79.95971397249244,96.08101259083334,121.1184456891085,140.05853266895932,184.03605274708534,202.97613972693614,265.89374678491293
155,780,51.29569614187661,67.70363052001512,80.11575372217507,96.25554327329577,121.33845674451787,140.31294829835633,184.37035332341696,203.34484487725544,266.37674145615455
156,785,51.39512450191609,67.83486299091687,80.27104507418032,96.42924691206998,121.55742523966133,140.56615833549012,184.70306975891026,203.7118028547391,266.857447373988
157,790,51.49407901401137,67.96547004431679,80.4255963507396,96.60213276678124,121.77536284709926,140.81817627823594,185.03421978969064,204.07703322082733,267.33589016341875
158,795,51.59256491411146,68.09545859098482,80.57941572957603,96.7742099344649,121.99228103443336,141.06901538745976,185.36382084045457,204.44055519348095,267.81209499950216
159,800,51.690587347818216,68.2248354224445,80.7325112473048,96.94548735344111,122.20819106919103,141.31868869266614,185.6918900318912,204.80238765536635,268.2860866180665
160,805,51.788151372498874,68.35360721376117,80.88489080273261,97.11597380707299,122.42310402356297,141.56720899747708,186.0184441878812,205.16254916179528,268.7578893261135
161,810,51.88526195933649,68.48178052624826,81.03656216006014,97.28567792741308,122.63703077899964,141.81458888494691,186.34349984248078,205.52105794842802,269.22752701190916
162,815,51.981923995320386,68.60936181009448,81.18753295199073,97.45460819874125,122.84998203067141,142.06084072272003,186.66707324669883,205.87793193874745,269.69502315477484
163,820,52.078142285178785,68.73635740691459,81.33781068274894,97.6227729609989,123.06196829179736,142.30597666803664,186.9891803750744,206.2331887513137,270.16040083459075
164,825,52.17392155325535,68.86277355222623,81.4874027310114,97.79018041312226,123.27299989784736,142.55000867259196,187.30983693206167,206.58684570680626,270.6236827410206
165,830,52.26926644533214,68.98861637785598,81.63631635275395,97.95683861627877,123.48308701062184,142.79294848725388,187.629058358229,206.93891983486105,271.08489118246825
166,835,52.36418153040039,69.11389191427646,81.78455868401727,98.12275549701015,123.69223962221376,143.03480766664458,187.94685983627903,207.28942788070984,271.54404809477506
167,840,52.45867130238085,69.23860609287718,81.93213674359392,98.28793885028466,123.90046755885639,143.27559757359,188.26325629689532,207.63838631162892,272.00117504966784
168,845,52.55274018179598,69.36276474817134,82.07905743563988,98.45239634246268,124.10778048466157,143.51532938344255,188.5782624244225,207.98581132320348,272.4562932629644
169,850,52.646392517394915,69.4863736199408,82.22532755221258,98.6161355141777,124.31418790525154,143.75401408828117,188.8918926623847,208.3317188454143,272.90942360254746
170,855,52.73963258773323,69.60943835532106,82.37095377573829,98.77916378313614,124.51969917128827,143.9916625009922,189.20416121884827,208.67612454855222,273.3605865961122
171,860,52.832464602708995,69.7319645108286,82.515942681411,98.94148844683859,124.72432348190385,144.2282852592365,189.5150820716344,209.01904384896704,273.80980243869755
172,865,52.92489270505637,69.85395755433238,82.66030073952545,99.10311668522506,124.92806988803517,144.4638928293053,189.82466897338557,209.36049191465574,274.25709100000614
173,870,53.01692097179841,69.97542286697124,82.80403431774597,99.2640555632471,125.13094729566603,144.69849550986973,190.13293545649242,209.70048367069612,274.70247183152253
174,875,53.1085534156602,70.09636574501904,82.94714968331363,99.42431203336864,125.33296446898001,144.93210343562626,190.4398948378839,210.03903380453016,275.14596417343404
175,880,53.19979398644371,70.21679140169942,83.08965300519358,99.58389293799868,125.53413003342678,145.1647265808428,190.74556022368694,210.37615677110293,275.58758696136306
176,885,53.29064657236573,70.33670496895152,83.23155035616469,99.74280501185727,125.73445247870481,145.3963747628077,191.0499445137582,210.7118667978611,276.02735883291444
177,890,53.38111500135985,70.45611149914858,83.372847714853,99.9010548842778,125.93394016166356,145.62705764518591,191.35306040609404,211.04617788961644,276.4652981340469
178,895,53.47120304234383,70.57501596677061,83.51355096771115,100.05864908144686,126.13260130912694,145.85678474128383,191.65492040112085,211.37910383327775,276.9014229252717
179,900,53.560914406453406,70.69342327003291,83.65366591094546,100.21559402858435,126.33044402064166,146.0855654172275,191.9555368058707,211.71065820245659,277.3357509876856
180,905,53.65025274824361,70.81133823247157,83.7931982523921,100.37189605206542,126.52747627115205,146.3134088950557,192.254921738046,212.0408543619496,277.76829982884357
181,910,53.73922166685859,70.92876560448761,83.93215361334425,100.5275613814862,126.72370591360408,146.5403242557311,192.55308712997598,212.36970547210294,278.19908668847484
182,915,53.827824707171025,71.04571006485074,84.07053753033162,100.68259615167507,126.91914068148074,146.76632044207219,192.85004473246937,212.69722449306082,278.62812854404945
