,TR (AÑOS),2,5,10,20,50,100,500,1000,10000
182,915,3.529693423421051,4.65873508621972,5.5128221331365,6.602137452568857,8.322566602064311,9.624021012594897,12.645904572620942,13.94735898315153,18.27069695370816
183,920,3.5162651322320824,4.641011492749842,5.491849268925249,6.576326504651172,8.290029664648118,9.586396060539691,12.596465616428215,13.892832012319786,18.19926796409988
184,925,3.5029587287125596,4.623448775110836,5.47106677395044,6.550754470802117,8.25779389912703,9.549119376607228,12.54748428241234,13.838809759892538,18.12850014317785
185,930,3.4897724655519378,4.606044627080616,5.450471919189716,6.52541787576732,8.22585492464164,9.512185894874335,12.498953913981351,13.785284884214049,18.05838387355376
186,935,3.4767046296067305,4.588796787533152,5.4300620289842625,6.500313313031541,8.194208446984177,9.475590649619765,12.45086798620799,13.732250188843576,17.988909728067394
187,940,3.4637535410556977,4.57170303932344,5.4098344797193345,6.4754374431031145,8.162850256435892,9.439328772823393,12.403220102543676,13.679698618931177,17.920068465038955
188,945,3.4509175525802274,4.554761208205703,5.389786698544143,6.450786991849953,8.131776225669455,9.403395491740605,12.356003991631258,13.627623257702409,17.85185102366421
189,950,3.438195048569071,4.537969161783753,5.3699161621297815,6.426358748885373,8.100982307714135,9.367786126549271,12.309213504213174,13.576017323048305,17.78424851954734
190,955,3.425584444346564,4.521324808492332,5.350220395463824,6.402149566001966,8.070464533981587,9.332496088066813,12.262842610131658,13.52487416421688,17.717252240366953
191,960,3.413084185423524,4.50482609660841,5.3306969706803535,6.378156355651857,8.040219012350038,9.297520875534813,12.21688539541777,13.474187258602544,17.650853641670277
192,965,3.4006927467700554,4.488471013291371,5.31134350592419,6.354376089471717,8.010241925304989,9.262856074468951,12.171336059466187,13.42395020863015,17.58504434279135
193,970,3.388408632109497,4.47225758365112,5.292157664248149,6.330805796851038,7.980529528134371,9.228497354571934,12.12618891229283,13.374156738730395,17.51981612288885
194,975,3.3762303732328056,4.456183869843161,5.273137152542231,6.307442563542136,7.951078147176338,9.19444046770728,12.081438371872427,13.324800692403368,17.45516091709946
195,980,3.3641565293326794,4.440247970189718,5.254279720493602,6.2842835303105025,7.921884178117924,9.16068124593193,12.037078961553357,13.275876029367362,17.391070812802795
196,985,3.3521856863567496,4.424448018326041,5.235583159576409,6.261325891624103,7.892944084342786,9.127215599585606,11.993105307547115,13.227376822789935,17.327538045994263
197,990,3.340316456379215,4.408782182371042,5.217045302070352,6.238566894380337,7.86425439532643,9.094039515435107,11.949512136489881,13.17929725659856,17.26455499776201
198,995,3.328547476990286,4.393248664121443,5.198664020107109,6.216003836669366,7.835811705077273,9.06114905487157,11.906294273073772,13.13163162286807,17.20211419086457
199,1000,3.3168774107028685,4.377845698268673,5.180437224743649,6.193634066572626,7.807612670622068,9.028540352159059,11.863446637745492,13.084374319282484,17.14020828640591
200,1005,3.3053049443759006,4.362571551637749,5.1623628650615965,6.171454980995322,7.7796540105341645,8.996209612732684,11.82096424447005,13.037519846668571,17.078830080604458
201,1010,3.293828788653801,4.347424522447421,5.144438927291728,6.149464024531816,7.751932503503222,8.96415311154465,11.778842198557484,12.991062806598913,17.017972501653176
202,1015,3.2824476774215077,4.332402939590896,5.126663433962831,6.127658688362786,7.724444986944998,8.932367191456633,11.737075694550485,12.944997899062122,16.95762860666761
203,1020,3.2711603672745877,4.317505161936445,5.109034443074097,6.106036509183156,7.697188355649898,8.900848261677025,11.695660014170896,12.899319920198023,16.89779157871902
204,1025,3.2599656370039436,4.302729577647295,5.0915500472903155,6.084595068159764,7.670159560469032,8.869592796241488,11.654590524323213,12.854023760095668,16.838454723949848
205,1030,3.248862287094634,4.288074603520127,5.074208373159118,6.063331989917816,7.643355607036548,8.838597332535512,11.613862675153207,12.809104400652176,16.779611468768838
206,1035,3.237849139238369,4.273538684341633,5.057007580349561,6.042244941555188,7.616773554527078,8.807858469857551,11.573471998159917,12.764556913490392,16.72125535712323
207,1040,3.2269250358592227,4.259120292262528,5.039945860911372,6.0213316316837036,7.590410514447186,8.777372868021473,11.533414104359245,12.720376457933535,16.663380047845596
208,1045,3.216088839652171,4.244817926188473,5.023021438554219,6.000589809496491,7.564263649459681,8.747137245997038,11.493684682497587,12.676558279034943,16.605979312072847
209,1050,3.2053394331340255,4.2306301111873665,5.006232567946335,5.98001726386062,7.538330172239827,8.71714838058722,11.454279497313825,12.63309770566122,16.549047030735217
210,1055,3.194675718206388,4.216555397912501,4.989577534031927,5.959611822434198,7.512607344362343,8.687403105141199,11.415194387848203,12.58999014862706,16.492577192112922
211,1060,3.1840966157302337,4.202592362041072,4.973054651366742,5.939371350807166,7.487092475218318,8.657898308301869,11.376425265796573,12.547231098880124,16.43656388945838
212,1065,3.173601065111786,4.188739603727584,4.956662263471264,5.919293751665043,7.461782920961028,8.628630932786827,11.33796811390861,12.504816125734413,16.381001318681996
213,1070,3.163188023899302,4.174995747071662,4.940398742200965,5.899376963974903,7.436676083479803,8.59959797420177,11.299818984428635,12.4627408751506,16.325883776099435
214,1075,3.1528564673904578,4.161359439599846,4.924262487133095,5.879618962192909,7.411769409401035,8.570796479885285,11.261973997577664,12.421001068061914,16.271205656238543
215,1080,3.142605388249992,4.147829351760939,4.908251924969505,5.860017755492704,7.387060389115522,8.542223547784094,11.224429340075485,12.379592498744058,16.216961449704023
216,1085,3.132433796137294,4.134404176434463,4.892365508955005,5.840571387014048,7.362546555831283,8.513876325357753,11.18718126370146,12.33851103322793,16.163145741098106
217,1090,3.122340717343653,4.121082628451877,4.876601718310787,5.821277933131074,7.338225484651154,8.485752008511998,11.150226083892923,12.297752607753763,16.10975320699553
218,1095,3.1123251944388373,4.1078634441301185,4.8609590576824635,5.802135502739537,7.314094791674299,8.457847840559753,11.113560178379968,12.25731322726542,16.05677861397109
219,1100,3.1023862859267703,4.094745380817125,4.8454360566022645,5.783142236562528,7.290152133120984,8.430161111209058,11.077179985855592,12.217188963943666,16.004216816678273
220,1105,3.092523065909987,4.081727216448969,4.83003126896498,5.76429630647404,7.266395204479903,8.402689155577034,11.04108200468003,12.177375955777162,15.95206275597729
221,1110,3.082734623762631,4.068807749118256,4.814743272517241,5.7455959148399005,7.242821739677343,8.375429353229132,11.005262791618367,12.137870405170156,15.900311457111185
222,1115,3.0730200638117355,4.055985796653457,4.799570668359718,5.727039293875504,7.219429510267552,8.348379127242907,10.96971896061031,12.098668577585666,15.848958027928424
223,1120,3.063378505026537,4.043260196208839,4.784512080461888,5.70862470501987,7.196216324643704,8.321535943295569,10.934447181571269,12.059766800223134,15.797997657150697
224,1125,3.0538090807155895,4.0306298038646995,4.769566155188968,5.690350438325543,7.173180027268792,8.294897308774633,10.899444179223726,12.021161460729564,15.747425612684498
225,1130,3.044310938231442,4.018093494237581,4.754731560840675,5.672214811863848,7.150318497925912,8.26846077191095,10.864706731958055,11.982849005943095,15.697237239975236
226,1135,3.034883238682677,4.005650160100192,4.7400069872014665,5.654216171145055,7.127629650987338,8.242223920933487,10.830231670721913,11.944825940668062,15.64742796040264
227,1140,3.025525156653063,3.9932987120107346,4.72539114510191,5.636352888553047,7.105111434701845,8.2161843832452,10.79601587793735,11.907088826480702,15.59799326971621
228,1145,3.0162358799276543,3.981038077951383,4.710882765990891,5.618623362793993,7.082761830499751,8.190339824619402,10.762056286444814,11.869634280564465,15.548928736509525
229,1150,3.0070146092256045,3.9688672029756367,4.696480601518309,5.601026018358712,7.060578852315147,8.16468794841602,10.728349878473328,11.8324589745742,15.500230000732383
230,1155,2.9978605579395143,3.9567850488642953,4.682183423127979,5.58355930499826,7.038560545924847,8.139226494817146,10.694893684636034,11.795559633528331,15.451892772239518
231,1160,2.9887729518811326,3.944790593789811,4.667990021660461,5.566221697212388,7.016704988303542,8.113953240081372,10.66168478295036,11.758933034728189,15.403912829375
232,1165,2.979751029033218,3.932882831988785,4.653899206965504,5.549011693750511,6.995010286994727,8.088865995816336,10.628720297882166,11.722576006703775,15.356286017591213
233,1170,2.9707940393073846,3.92106077344235,4.639909807523841,5.531927817124798,6.973474579496904,8.06396260826895,10.595997399413104,11.686485428185149,15.309008248101351
234,1175,2.961901244307786,3.9093234435642676,4.626020670078097,5.514968613135072,6.952096032664687,8.039240957632838,10.563513302130605,11.65065822709876,15.262075496564677
235,1180,2.9530719171004356,3.897669882896461,4.61223065927251,5.498132650405171,6.93087284212433,8.014698957372483,10.531265264339797,11.61509137958795,15.215483801803416
236,1185,2.944305341988038,3.886099146811817,4.598538657301249,5.481418519930431,6.909803231703317,7.990334553563599,10.49925058719677,11.579781909057049,15.169229264550504
237,1190,2.93560081429017,3.874610305224061,4.5849435635650915,5.464824834636021,6.888885452873573,7.966145724249292,10.467466613862564,11.544726885238285,15.12330804622728
238,1195,2.926957640128638,3.863202442304451,4.57144429433619,5.448350228945773,6.86811778420795,7.9421304788115465,10.435910728677323,11.509923423280922,15.077716367750295
239,1200,2.918375136217912,3.8518746562051795,4.558039782430755,5.431993358361257,6.847498530849626,7.918286857357645,10.404580356354034,11.475368682862051,15.032450508366459
240,1205,2.909852629660454,3.840626058789236,4.544728976889399,5.41575289905079,6.827026023994005,7.894612930121049,10.37347296119131,11.441059867318353,14.987506804515654
241,1210,2.9013894577468364,3.829455775366585,4.531510842664952,5.39962754744813,6.806698620382829,7.871106796876415,10.3425860463047,11.406994222798286,14.942881648720155
242,1215,2.892984967760502,3.8183629444364793,4.51838436031752,5.383616019860562,6.786514701810143,7.847766586368294,10.31191715287603,11.373169037434177,14.898571488500062
243,1220,2.8846385167870507,3.8073467174357383,4.505348525716625,5.367717052086124,6.766472674639783,7.8245904557531665,10.28146385942021,11.339581640533595,14.854572825314024
244,1225,2.8763494715279165,3.7964062584928286,4.492402349750204,5.351929399039747,6.7465709693340825,7.801576590054451,10.251223781069154,11.306229401789523,14.810882213524591
245,1230,2.86811720811833,3.785540744187603,4.479544858040289,5.3362518343880385,6.726808039993488,7.778723201630123,10.221194568872205,11.27310973050884,14.76749625938756
246,1235,2.859941111949447,3.774749363316523,4.4667750906652,5.320683150192485,6.707182363906785,7.756028529652614,10.191373909112746,11.240220074858577,14.724411620064538
247,1240,2.8518205774945278,3.7640313166632473,4.454092101888064,5.305222156560848,6.6876924411116585,7.733490839600649,10.161759522640454,11.207557921129448,14.681625002658242
248,1245,2.843755008139056,3.753385816774405,4.441494959891495,5.289867681306544,6.668336793965297,7.711108422762707,10.13234916421887,11.175120793016282,14.639133163269852
249,1250,2.835743816014707,3.7428120877404605,4.428982746518268,5.274618569615764,6.649113966724786,7.688879595751786,10.103140621887809,11.142906250914809,14.596932906077832
250,1255,2.8277864218370494,3.732309364981495,4.416554557017843,5.259473683722157,6.630022525137009,7.66680270003119,10.07413171634022,11.1109118912344,14.555021082437614
251,1260,2.819882254746887,3.7218768950378043,4.404209499798561,5.24443190258888,6.611061056037834,7.644876101451026,10.045320300313175,11.07913534572637,14.51339459000171
252,1265,2.812030752155141,3.71151393536516,4.391946696185378,5.229492121597763,6.592228166960308,7.62309818979514,10.016704257992519,11.047574280827352,14.472050371859561
253,1270,2.804231359591194,3.7012197541346423,4.379765280183,5.2146532522455,6.573522485751642,7.601467378338199,9.988281504430898,11.016226397017455,14.430985415696707
254,1275,2.796483530554582,3.690993630036899,4.367664398244253,5.199914221846572,6.554942660198751,7.5799821034126715,9.960049984978772,10.98508942819269,14.390196752972711
255,1280,2.788786726369973,3.680834852090726,4.355643209043576,5.185273973242821,6.536487357662135,7.558640823985462,9.932007674728107,10.954161141051433,14.349681458117406
256,1285,2.781140416045325,3.670742719455865,4.343700883255492,5.170731464519435,6.518155264717842,7.537442021243897,9.90415257796836,10.923439334494415,14.309436647744933
257,1290,2.7735440761331582,3.6607165412498937,4.331836603337937,5.156285668727213,6.499945086807382,7.516384198190863,9.876482727654516,10.892921839037998,14.269459479885127
258,1295,2.7659971905948506,3.6507556363691185,4.320049563320307,5.141935573610941,6.4818555478953055,7.495465879248868,9.848996184886792,10.862606516240355,14.229747153231845
259,1300,2.7584992506678896,3.6408593333133563,4.3083389685961295,5.127680181343706,6.463885390134282,7.474685609872732,9.821691038401758,10.832491258140209,14.190296906407683
260,1305,2.7510497547359876,3.631026970014516,4.296704035720203,5.113518508267024,6.446033373537523,7.454041956170784,9.794565404074545,10.802573986707808,14.15110601724483
261,1310,2.743648208202011,3.6212578936688704,4.285143992210137,5.099449584636606,6.428298275658281,7.433533504534252,9.7676174244319,10.772852653307872,14.112171802081491
262,1315,2.736294123363638,3.611551460572944,4.273658076352138,5.0854724543736385,6.410678891276333,7.413158861274708,9.740845268175777,10.743325238174153,14.0734916150736
263,1320,2.728987019291671,3.6019070359629066,4.262245537010965,5.071586174821426,6.3931740320911885,7.39291665226931,9.714247129717196,10.713989749895317,14.035062847521322
264,1325,2.721726421710956,3.592323993857392,4.250905633443937,5.0577898165072614,6.375782526421934,7.372805522613698,9.687821228720132,10.684844224911895,13.996882927210097
265,1330,2.7145118628838247,3.5828017169036683,4.239637635118894,5.044082462909417,6.358503218913464,7.352824136282305,9.661565809655194,10.655886727024034,13.95894931776576
266,1335,2.7073428814960074,3.5733395962270498,4.228440821536004,5.030463210229066,6.341334970249017,7.332971175795919,9.635479141362774,10.627115346909676,13.921259518023431
267,1340,2.7002190225449545,3.5639370312834964,4.21731448205334,5.0169311671671,6.324276656868795,7.313245341896318,9.609559516625538,10.59852820165306,13.883811061409805
268,1345,2.6931398372305027,3.554593429715311,4.206257915716126,5.003485454705636,6.307327170694555,7.293645353227788,9.58380525174994,10.570123434283172,13.846601515338554
269,1350,2.686104882847826,3.545308207209849,4.195270431089532,4.990125205894157,6.290485418860017,7.274169946025361,9.558214686156566,10.54189921332191,13.809628480618459
270,1355,2.679113722682631,3.5360807873611853,4.184351346094997,4.9768495656401335,6.273750323446913,7.254817873809618,9.532786181979104,10.513853732341806,13.772889590873994
271,1360,2.6721659259085224,3.526910601534652,4.173499987849918,4.963657690504041,6.25712082122661,7.235587907087874,9.507518123671707,10.48598520953297,13.736382511978066
272,1365,2.665261067486497,3.5177970887341843,4.1627156925106865,4.950548748498647,6.240595863407072,7.216478833061595,9.482408917624545,10.458291887279067,13.700104941496539
273,1370,2.6583987280665067,3.5087396954724004,4.151997805118938,4.937521918892479,6.2241744153851295,7.197489455339919,9.457456991787359,10.430772031742148,13.66405460814438
274,1375,2.6515784938910545,3.499737875643352,4.141345679450993,4.924576392017361,6.2078554565038555,7.178618593659088,9.432660795300817,10.403423932456052,13.628229271253012
275,1380,2.6447999567007616,3.4907910903978907,4.130758677870351,4.911711369079917,6.1916379798149555,7.1598650836076905,9.408018798135465,10.376245901928197,13.592626720248708
276,1385,2.6380627136418533,3.481898808021564,4.120236171183221,4.8989260619769714,6.175520991846049,7.1412277763575425,9.383529490738114,10.349236275249606,13.55724477414167
277,1390,2.6313663671755445,3.473060503815008,4.109777538496975,4.886219693114701,6.159503512372719,7.122705538400093,9.359191383685488,10.322393409712863,13.522081281025633
278,1395,2.624710524989244,3.4642756599767566,4.099382167081478,4.873591495231516,6.143584574195209,7.104297251288215,9.335003007344914,10.295715684437917,13.48713411758762
279,1400,2.6180947999095645,3.455543765488419,4.089049452233213,4.861040711224519,6.12776322291969,7.086001811383236,9.310962911541955,10.269201500005497,13.452401188627762
280,1405,2.611518809817075,3.4468643160021744,4.078778797142147,4.848566593979493,6.11203851674392,7.067818129607117,9.28706966523474,10.242849278097939,13.417880426588763
281,1410,2.6049821775627695,3.438236813730508,4.06856961276126,4.836168406204324,6.0964095262472755,7.049745131199626,9.263321856194928,10.216657461147278,13.383569791094931
282,1415,2.598484530886198,3.4296607673381665,4.058421317678683,4.823845420265786,6.080875334184994,7.03178175548041,9.239718090695034,10.190624511990448,13.34946726850049
283,1420,2.592025502335234,3.4211356918362545,4.048333337992391,4.8115969180295775,6.065435035286535,7.013926955615826,9.216256993202077,10.16474891353137,13.315570871446909
284,1425,2.585604729187431,3.4126611084784346,4.038305107187362,4.799422190703587,6.050087736057994,6.9961796983904625,9.192937206077339,10.139029168409808,13.28187863842915
285,1430,2.5792218533729314,3.4042365446591867,4.028336066015188,4.787320538684253,6.034832554588435,6.978538963983175,9.169757389282095,10.113463798676834,13.248388633370498
286,1435,2.5728765213989013,3.3958615338140588,4.018425662376045,4.775291271406,6.019668620360082,6.961003745747604,9.146716220089207,10.08805134547673,13.215098945205854
287,1440,2.5665683842754436,3.387535615321893,4.008573351202982,4.76333370719363,6.004595074062258,6.943573049997014,9.1238123928004,10.062790368735156,13.1820076874733
